method,iteration,elapsed_s,objective,gap_to_exact,trace,grad_norm,step,upper_bound,rel_gap,rmp_obj,min_reduced_cost,columns
lrp,38,1.2934174537658691,131998.49969640616,47842.4383800613,best_lagrangian_dual,2978.4289765423164,0.0028508068640621317,,,,,
lrp,39,1.328974723815918,133212.8993963672,46628.03868010026,best_lagrangian_dual,2978.4289765423164,0.00278235943209161,,,,,
lrp,40,1.361818790435791,134393.66838435846,45447.269692108996,best_lagrangian_dual,2977.3062589547717,0.002717856137420346,,,,,
lrp,41,1.3961536884307861,135532.72984519255,44308.20823127491,best_lagrangian_dual,2977.006962257741,0.002654140173197615,,,,,
lrp,42,1.4315297603607178,136640.4379139958,43200.50016247167,best_lagrangian_dual,2976.7635148562563,0.002592070482163325,,,,,
lrp,43,1.4657199382781982,137718.12182235296,42122.8162541145,best_lagrangian_dual,2976.209582251501,0.002532203124888508,,,,,
lrp,44,1.5012342929840088,138763.33643592996,41077.6016405375,best_lagrangian_dual,2976.209582251501,0.002473203607894651,,,,,
lrp,45,1.5357859134674072,139784.19788575408,40056.740190713375,best_lagrangian_dual,2976.209582251501,0.0024155787606385,,,,,
lrp,46,1.571012020111084,140781.27359269472,39059.664483772736,best_lagrangian_dual,2976.209582251501,0.002359296553758054,,,,,
lrp,47,1.606081247329712,141755.11775689793,38085.820319569524,best_lagrangian_dual,2976.209582251501,0.002304325704165122,,,,,
lrp,48,1.641061782836914,142706.27166582475,37134.666410642705,best_lagrangian_dual,2976.209582251501,0.0022506356576573986,,,,,
lrp,49,1.6770110130310059,143635.26399511294,36205.67408135452,best_lagrangian_dual,2976.209582251501,0.0021981965719356377,,,,,
lrp,50,1.7136180400848389,144542.61110242808,35298.32697403937,best_lagrangian_dual,2976.209582251501,0.00214697930001656,,,,,
lrp,51,1.750749111175537,145328.64509755897,34512.29297890849,best_lagrangian_dual,2913.763714234086,0.002193699058910718,,,,,
lrp,52,1.7875487804412842,146060.5571091208,33780.38096734666,best_lagrangian_dual,2913.763714234086,0.0021505947965362636,,,,,
lrp,53,1.8289093971252441,146778.08769162867,33062.85038483879,best_lagrangian_dual,2913.763714234086,0.0021083374951099414,,,,,
lrp,54,1.8680307865142822,147481.51942754933,32359.41864891813,best_lagrangian_dual,2913.763714234086,0.0020669105125920018,,,,,
lrp,55,1.9081790447235107,148171.12934685187,31669.808729615586,best_lagrangian_dual,2913.763714234086,0.0020262975339441825,,,,,
lrp,56,1.9471755027770996,148847.18903610946,30993.749040358,best_lagrangian_dual,2913.763714234086,0.0019864825647044147,,,,,
lrp,57,1.9944193363189697,149509.96474545734,30330.973331010115,best_lagrangian_dual,2913.763714234086,0.0019474499246877766,,,,,
lrp,58,2.0353333950042725,150159.71749344905,29681.22058301841,best_lagrangian_dual,2913.763714234086,0.0019091842418112344,,,,,
lrp,59,2.0734074115753174,150796.70316985267,29044.234906614787,best_lagrangian_dual,2913.763714234086,0.0018716704460396897,,,,,
lrp,60,2.1391940116882324,151421.17263642658,28419.76544004088,best_lagrangian_dual,2913.763714234086,0.0018348937634510296,,,,,
lrp,61,2.190119743347168,152012.61772006316,27828.320356404292,best_lagrangian_dual,2909.8539974945547,0.0018049023972383125,,,,,
lrp,62,2.2296061515808105,152570.8787251923,27270.05935127515,best_lagrangian_dual,2909.8539974945547,0.0017719365000329515,,,,,
lrp,63,2.2697362899780273,153118.94329258765,26721.99478387981,best_lagrangian_dual,2909.8539974945547,0.001739572713157893,,,,,
lrp,64,2.3093667030334473,153656.99765654033,26183.940419927123,best_lagrangian_dual,2909.8539974945547,0.0017078000392831397,,,,,
lrp,65,2.3485989570617676,154184.309484284,25656.628592183464,best_lagrangian_dual,2909.6626639760166,0.0016768822384280986,,,,,
lrp,66,2.3924970626831055,154701.10636565887,25139.83171080859,best_lagrangian_dual,2909.6626639760166,0.0016463608275132761,,,,,
lrp,67,2.431758165359497,155119.2127403807,24721.72533608676,best_lagrangian_dual,2887.367349237079,0.0016468086403296567,,,,,
lrp,68,2.4724276065826416,155413.45734070745,24427.480735760008,best_lagrangian_dual,2887.1555108341277,0.0016294005772894966,,,,,
lrp,69,2.5129871368408203,155703.03320149455,24137.90487497291,best_lagrangian_dual,2887.1555108341277,0.0016120308897323078,,,,,
lrp,70,2.553762674331665,155987.07825770674,23853.859818760713,best_lagrangian_dual,2886.5380576449406,0.0015956753936005878,,,,,
lrp,71,2.592071771621704,156264.81403742096,23576.124039046495,best_lagrangian_dual,2886.5380576449406,0.001579008784075977,,,,,
lrp,72,2.631012439727783,156538.74020448042,23302.19787198704,best_lagrangian_dual,2886.335839189562,0.0015627897420921978,,,,,
lrp,73,2.6718668937683105,156808.00824838586,23032.9298280816,best_lagrangian_dual,2885.958196484456,0.001547033803029662,,,,,
lrp,74,2.7133028507232666,157072.07819474614,22768.85988172132,best_lagrangian_dual,2885.958196484456,0.0015311808961128344,,,,,
lrp,75,2.754201650619507,157333.44213929123,22507.495937176223,best_lagrangian_dual,2885.958196484456,0.0015154904385602155,,,,,
lrp,76,2.7991442680358887,157592.12781121148,22248.810265255976,best_lagrangian_dual,2885.958196484456,0.0014999607657057601,,,,,
lrp,77,2.8444347381591797,157847.17748398928,21993.760592478182,best_lagrangian_dual,2885.5998709518713,0.0014850181146428532,,,,,
lrp,78,2.8913514614105225,158097.27930931989,21743.65876714757,best_lagrangian_dual,2885.4839440001856,0.001470118146162187,,,,,
lrp,79,2.931291103363037,158344.19629586834,21496.741780599114,best_lagrangian_dual,2885.4839440001856,0.0014552901095980495,,,,,
lrp,80,2.977583885192871,158587.78669721892,21253.151379248535,best_lagrangian_dual,2884.5156370954355,0.00144162924126316,,,,,
lrp,81,3.031778573989868,158821.8641953157,21019.073881151766,best_lagrangian_dual,2884.5156370954355,0.0014275628116953722,,,,,
lrp,82,3.077962636947632,159053.65772569992,20787.28035076754,best_lagrangian_dual,2884.5156370954355,0.0014136336327015386,,,,,
lrp,83,3.1178102493286133,159283.1895737625,20557.748502704955,best_lagrangian_dual,2884.5156370954355,0.0013998403650846666,,,,,
lrp,84,3.1568994522094727,159510.4818074485,20330.456269018963,best_lagrangian_dual,2884.5156370954355,0.001386181682714747,,,,,
lrp,85,3.1939172744750977,159735.5562793794,20105.38179708805,best_lagrangian_dual,2884.5156370954355,0.0013726562724012171,,,,,
lrp,86,3.2311112880706787,159958.4346289534,19882.503447514056,best_lagrangian_dual,2884.5156370954355,0.0013592628337667555,,,,,
lrp,87,3.27101731300354,160179.13828442676,19661.799792040692,best_lagrangian_dual,2884.5156370954355,0.0013460000791221975,,,,,
lrp,88,3.3131003379821777,160397.68846497306,19443.249611494393,best_lagrangian_dual,2884.5156370954355,0.0013328667333427967,,,,,
lrp,89,3.3573951721191406,160614.10618272398,19226.83189374348,best_lagrangian_dual,2884.5156370954355,0.001319861533745584,,,,,
lrp,90,3.40455961227417,160828.4122447893,19012.525831678155,best_lagrangian_dual,2884.5156370954355,0.0013069832299679792,,,,,
lrp,91,3.4453771114349365,161040.62725525704,18800.310821210413,best_lagrangian_dual,2884.5156370954355,0.0012942305838475998,,,,,
lrp,92,3.504885196685791,161250.77161717485,18590.16645929261,best_lagrangian_dual,2884.5156370954355,0.0012816023693031904,,,,,
lrp,93,3.5473124980926514,161458.86553451137,18382.07254195609,best_lagrangian_dual,2884.5156370954355,0.0012690973722167592,,,,,
lrp,94,3.5866787433624268,161664.92901409877,18176.009062368685,best_lagrangian_dual,2884.5156370954355,0.0012567143903168445,,,,,
lrp,95,3.6260719299316406,161868.98186755631,17971.956208911142,best_lagrangian_dual,2884.5156370954355,0.0012444522330629247,,,,,
lrp,96,3.6659390926361084,162071.04371319493,17769.894363272528,best_lagrangian_dual,2884.5156370954355,0.0012323097215309628,,,,,
lrp,97,3.7047629356384277,162271.13397790366,17569.804098563793,best_lagrangian_dual,2884.5156370954355,0.0012202856883000456,,,,,
lrp,98,3.7424798011779785,162469.27189901727,17371.666177450184,best_lagrangian_dual,2884.5156370954355,0.0012083789773401552,,,,,
lrp,99,3.7803845405578613,162665.4765261658,17175.46155030167,best_lagrangian_dual,2884.5156370954355,0.0011965884439010216,,,,,
lrp,100,3.8201770782470703,162859.44992206283,16981.488154404622,best_lagrangian_dual,2884.5156370954355,0.001184931991941327,,,,,
lrp,101,3.8592441082000732,163051.33471568444,16789.603360783018,best_lagrangian_dual,2884.5156370954355,0.0011734010504516328,,,,,
lrp,102,3.898510456085205,163241.35221874167,16599.58585772579,best_lagrangian_dual,2884.5156370954355,0.0011619823201373825,,,,,
lrp,103,3.938122272491455,163429.52060241927,16411.417474048183,best_lagrangian_dual,2884.5156370954355,0.0011506747090367574,,,,,
lrp,104,3.9795470237731934,163614.5467621712,16226.391314296256,best_lagrangian_dual,2883.7629749046114,0.0011401508496019738,,,,,
lrp,105,4.021622180938721,163794.2297752281,16046.708301239356,best_lagrangian_dual,2883.7629749046114,0.001129347513122753,,,,,
lrp,106,4.060890197753906,163972.2102275666,15868.72784890086,best_lagrangian_dual,2883.7629749046114,0.001118646542114838,,,,,
lrp,107,4.101871967315674,164148.4923262984,15692.445750169049,best_lagrangian_dual,2883.59447703575,0.001108177181121323,,,,,
lrp,108,4.140793561935425,164322.05951004731,15518.878566420142,best_lagrangian_dual,2883.59447703575,0.0010977403357050326,,,,,
lrp,109,4.180938720703125,164493.9920329342,15346.946043533244,best_lagrangian_dual,2883.59447703575,0.0010874017848070744,,,,,
lrp,110,4.221283435821533,164659.66058027546,15181.277496191993,best_lagrangian_dual,2872.374716285434,0.0010858734942581305,,,,,
lrp,111,4.265297174453735,164823.5997187462,15017.338357721252,best_lagrangian_dual,2872.374716285434,0.001075938434989135,,,,,
lrp,112,4.308424234390259,164986.03891724622,14854.89915922124,best_lagrangian_dual,2872.374716285434,0.0010660942752615677,,,,,
lrp,113,4.359247446060181,165146.9918992825,14693.94617718496,best_lagrangian_dual,2872.374716285434,0.001056340183401817,,,,,
lrp,114,4.4019615650177,165291.13291901577,14549.805157451687,best_lagrangian_dual,2843.650536410531,0.0010688758809457941,,,,,
lrp,115,4.445943355560303,165444.24731002527,14396.690766442189,best_lagrangian_dual,2852.1020347933,0.0010531391323059824,,,,,
lrp,116,4.490761995315552,165590.25474150837,14250.683334959089,best_lagrangian_dual,2872.374716285434,0.0010294775156439076,,,,,
lrp,117,4.534733295440674,165729.9542345421,14110.983841925365,best_lagrangian_dual,2843.1233023487275,0.0010421288161731883,,,,,
lrp,118,4.578126668930054,165876.15284395483,13964.78523251263,best_lagrangian_dual,2843.3387050982765,0.0010329291010294896,,,,,
lrp,119,4.619106292724609,166012.99292311337,13827.945153354085,best_lagrangian_dual,2883.0745476177885,0.0009964213567384137,,,,,
lrp,120,4.6593852043151855,166148.18380363676,13692.754272830702,best_lagrangian_dual,2843.3387050982765,0.0010161050280291066,,,,,
lrp,121,4.7009971141815186,166290.3494180565,13550.588658410968,best_lagrangian_dual,2843.3387050982765,0.001007312629259722,,,,,
lrp,122,4.741079092025757,166426.97052450088,13413.967551966576,best_lagrangian_dual,2883.0745476177885,0.000971519306551122,,,,,
lrp,123,4.78265905380249,166555.6162852481,13285.32179121935,best_lagrangian_dual,2843.3387050982765,0.0009909068894739532,,,,,
lrp,124,4.827337980270386,166694.25636642863,13146.681710038829,best_lagrangian_dual,2843.3387050982765,0.0009823325314329146,,,,,
lrp,125,4.873282432556152,166829.0760600399,13011.862016427564,best_lagrangian_dual,2871.852755606781,0.000954749275720557,,,,,
lrp,126,4.914273500442505,166956.2538357486,12884.684240718867,best_lagrangian_dual,2843.3387050982765,0.000966128991383986,,,,,
lrp,127,4.9537129402160645,167091.08157822498,12749.856498242472,best_lagrangian_dual,2851.79112761684,0.0009521212365984891,,,,,
lrp,128,4.993307113647461,167221.38980525616,12619.5482712113,best_lagrangian_dual,2871.852755606781,0.0009309655881928469,,,,,
lrp,129,5.034251928329468,167343.6926771665,12497.24539930097,best_lagrangian_dual,2843.3387050982765,0.000942167382900819,,,,,
lrp,130,5.076619863510132,167475.5068206247,12365.431255842763,best_lagrangian_dual,2843.3387050982765,0.0009340151829651321,,,,,
lrp,131,5.118026971817017,167603.2370750557,12237.70100141177,best_lagrangian_dual,2883.0745476177885,0.0009007631869509945,,,,,
lrp,132,5.157071113586426,167721.46451719577,12119.47355927169,best_lagrangian_dual,2843.3387050982765,0.000918803641429727,,,,,
lrp,133,5.201815366744995,167849.97383924696,11990.964237220498,best_lagrangian_dual,2843.245970526429,0.0009109152494841509,,,,,
lrp,134,5.250142335891724,167976.264013777,11864.674062690465,best_lagrangian_dual,2871.760941807499,0.0008852585835175204,,,,,
lrp,135,5.306401968002319,168091.9825125023,11748.955563965166,best_lagrangian_dual,2843.245970526429,0.0008959469635607114,,,,,
lrp,136,5.349290132522583,168215.86622239722,11625.071854070236,best_lagrangian_dual,2851.698667909876,0.0008830266196650084,,,,,
lrp,137,5.396977186203003,168337.15555571203,11503.782520755427,best_lagrangian_dual,2843.1794675439623,0.0008808241648460678,,,,,
lrp,138,5.438766002655029,168452.00743258127,11388.930643886182,best_lagrangian_dual,2871.6254530561405,0.0008564960151761079,,,,,
lrp,139,5.481281518936157,168569.3514185966,11271.586657870852,best_lagrangian_dual,2843.1794675439623,0.000866462131407844,,,,,
lrp,140,5.526620626449585,168687.5249024856,11153.413173981855,best_lagrangian_dual,2851.6323620529615,0.0008540668316095364,,,,,
lrp,141,5.567219018936157,168800.41277586427,11040.525300603185,best_lagrangian_dual,2871.6254530561405,0.0008353708933079455,,,,,
lrp,142,5.60812520980835,168912.64829854562,10928.289777921833,best_lagrangian_dual,2843.1794675439623,0.0008452281558847028,,,,,
lrp,143,5.6489176750183105,169029.38684151412,10811.551234953338,best_lagrangian_dual,2843.1794675439623,0.0008380075153581467,,,,,
lrp,144,5.691837310791016,169105.72128690872,10735.216789558734,best_lagrangian_dual,2871.3126434432174,0.0008170368858409359,,,,,
lrp,145,5.736589193344116,169161.76489115023,10679.173185317224,best_lagrangian_dual,2831.4823752206735,0.0008366897932451613,,,,,
lrp,146,5.779359579086304,169221.7930416914,10619.14503477607,best_lagrangian_dual,2831.4823752206735,0.0008329461259795901,,,,,
lrp,147,5.820275068283081,169277.2455915059,10563.69248496156,best_lagrangian_dual,2865.470247166082,0.000809927099218501,,,,,
lrp,148,5.8653481006622314,169330.80674657738,10510.131329890079,best_lagrangian_dual,2831.4823752206735,0.0008261474651046305,,,,,
lrp,149,5.908593416213989,169389.10388822563,10451.834188241832,best_lagrangian_dual,2835.0298958488993,0.0008204545948274866,,,,,
lrp,150,5.950901508331299,169446.52686700443,10394.411209463025,best_lagrangian_dual,2865.470247166082,0.0007996187975353415,,,,,
lrp,151,5.992598056793213,169496.0803624781,10344.85771398936,best_lagrangian_dual,2831.4823752206735,0.0008158401439539327,,,,,
lrp,152,6.036402940750122,169554.13642288584,10286.801653581613,best_lagrangian_dual,2835.0298958488993,0.0008101880504611775,,,,,
lrp,153,6.0808186531066895,169609.4108009422,10231.527275525266,best_lagrangian_dual,2834.3401174984924,0.0008071421912931688,,,,,
lrp,154,6.125046014785767,169659.72054817624,10181.217528291221,best_lagrangian_dual,2864.7877981969964,0.0007870113003654848,,,,,
lrp,155,6.166023015975952,169707.80186144082,10133.136215026636,best_lagrangian_dual,2830.7917324468885,0.0008030277858177105,,,,,
lrp,156,6.207812070846558,169762.26174685304,10078.67632961442,best_lagrangian_dual,2830.7917324468885,0.0007996297270111644,,,,,
lrp,157,6.251527309417725,169813.16264438714,10027.775432080321,best_lagrangian_dual,2864.7877981969964,0.0007776630655941634,,,,,
lrp,158,6.295874357223511,169860.76543577123,9980.172640696226,best_lagrangian_dual,2830.7917324468885,0.0007934835273805154,,,,,
lrp,159,6.339287281036377,169913.47945195806,9927.458624509396,best_lagrangian_dual,2834.3401174984924,0.0007882171112943785,,,,,
lrp,160,6.382024526596069,169965.66069386288,9875.277382604574,best_lagrangian_dual,2834.3401174984924,0.0007849693770271803,,,,,
lrp,161,6.429737567901611,170012.905107339,9828.032969128457,best_lagrangian_dual,2864.7877981969964,0.0007654940488537407,,,,,
lrp,162,6.478923559188843,170060.61728305763,9780.320793409832,best_lagrangian_dual,2830.0388615871548,0.0007814292446354385,,,,,
lrp,163,6.520305633544922,170109.73727260288,9731.200803864573,best_lagrangian_dual,2833.588189427891,0.0007764140215709436,,,,,
lrp,164,6.563685178756714,170154.69330056862,9686.244775898842,best_lagrangian_dual,2863.7645249395523,0.0007573967833626716,,,,,
lrp,165,6.609923362731934,170197.30918871716,9643.628887750296,best_lagrangian_dual,2829.9017235333113,0.0007729706401194368,,,,,
lrp,166,6.66492223739624,170245.6769344011,9595.26114206636,best_lagrangian_dual,2833.4512231602853,0.0007680229599658274,,,,,
lrp,167,6.707313537597656,170290.1998212392,9550.738255228265,best_lagrangian_dual,2858.1999620098522,0.0007520551342708854,,,,,
lrp,168,6.749098300933838,170332.4559947061,9508.48208176135,best_lagrangian_dual,2829.9017235333113,0.0007645327652006544,,,,,
lrp,169,6.790172576904297,170379.20548502417,9461.732591443288,best_lagrangian_dual,2833.4512231602853,0.0007597069948722403,,,,,
lrp,170,6.847481727600098,170422.50678139308,9418.431295074377,best_lagrangian_dual,2863.629001994767,0.0007411391221960374,,,,,
lrp,171,6.894767999649048,170464.655414593,9376.282661874458,best_lagrangian_dual,2829.9017235333113,0.0007562789099861077,,,,,
lrp,172,6.93561315536499,170511.34701335657,9329.591063110885,best_lagrangian_dual,2833.4512231602853,0.0007514774115217292,,,,,
lrp,173,6.977797985076904,170554.80680375485,9286.131272712606,best_lagrangian_dual,2863.629001994767,0.0007330724126912738,,,,,
lrp,174,7.01655125617981,170595.45147059258,9245.486605874874,best_lagrangian_dual,2829.9017235333113,0.0007481126736306231,,,,,
lrp,175,7.054157972335815,170642.0033993281,9198.934677139361,best_lagrangian_dual,2833.4512231602853,0.0007433403206904167,,,,,
lrp,176,7.093973636627197,170685.64316186286,9155.294914604601,best_lagrangian_dual,2863.629001994767,0.0007250949469684603,,,,,
lrp,177,7.132647514343262,170724.83064300375,9116.107433463709,best_lagrangian_dual,2829.9017235333113,0.0007400349002351476,,,,,
lrp,178,7.173111200332642,170771.24429277485,9069.693783692608,best_lagrangian_dual,2833.4512231602853,0.0007352913846872014,,,,,
lrp,179,7.212350845336914,170813.99979557807,9026.938280889386,best_lagrangian_dual,2857.8122994303094,0.0007201914614203186,,,,,
lrp,180,7.25192666053772,170851.693995747,8989.24408072047,best_lagrangian_dual,2829.5101839008876,0.0007323168315565243,,,,,
lrp,181,7.29087495803833,170894.95758285778,8945.980493609677,best_lagrangian_dual,2833.060174082179,0.0007277875721924703,,,,,
lrp,182,7.328965902328491,170935.24925805544,8905.688818412018,best_lagrangian_dual,2862.85509464758,0.0007102596009412049,,,,,
lrp,183,7.366990089416504,170971.21554610063,8869.722530366824,best_lagrangian_dual,2829.118590080816,0.0007250531277566741,,,,,
lrp,184,7.404364824295044,171012.87300030753,8828.065076159925,best_lagrangian_dual,2832.66907101987,0.0007206408978004503,,,,,
lrp,185,7.442255973815918,171052.5122689858,8788.42580748166,best_lagrangian_dual,2862.85509464758,0.0007031058747641924,,,,,
lrp,186,7.4796998500823975,171087.11723832003,8753.820838147425,best_lagrangian_dual,2829.118590080816,0.0007178128125041706,,,,,
lrp,187,7.518922567367554,171128.6997784038,8712.238298063661,best_lagrangian_dual,2832.66907101987,0.0007134233893847862,,,,,
lrp,188,7.558856725692749,171168.53895231875,8672.39912414871,best_lagrangian_dual,2862.85509464758,0.0006960275717664651,,,,,
lrp,189,7.596822023391724,171201.51999017957,8639.418086287886,best_lagrangian_dual,2828.5150568262056,0.0007109694437884663,,,,,
lrp,190,7.6369805335998535,171240.56670091525,8600.371375552204,best_lagrangian_dual,2828.5150568262056,0.0007085291760992718,,,,,
lrp,191,7.675033092498779,171276.68126387734,8564.256812590116,best_lagrangian_dual,2862.258675050404,0.0006897176096206765,,,,,
lrp,192,7.7133238315582275,171309.31764566782,8531.620430799638,best_lagrangian_dual,2828.5150568262056,0.0007042325092118363,,,,,
lrp,193,7.752901077270508,171347.04162008574,8493.896456381714,best_lagrangian_dual,2832.066294397832,0.0007001157947643524,,,,,
lrp,194,7.791608572006226,171383.51201436543,8457.426062102022,best_lagrangian_dual,2862.258675050404,0.0006831975956993599,,,,,
lrp,195,7.831408262252808,171414.75062537508,8426.18745109238,best_lagrangian_dual,2828.5150568262056,0.0006976433576826142,,,,,
lrp,196,7.87119722366333,171452.5121426849,8388.425933782564,best_lagrangian_dual,2832.066294397832,0.0006935408172546579,,,,,
lrp,197,7.9110107421875,171489.21406402046,8351.724012446997,best_lagrangian_dual,2862.258675050404,0.0006767464677973869,,,,,
lrp,198,7.950616836547852,171519.21671944606,8321.721357021393,best_lagrangian_dual,2828.5150568262056,0.0006911146327484339,,,,,
lrp,199,7.99152135848999,171556.9630034429,8283.975073024543,best_lagrangian_dual,2832.066294397832,0.0006870294049336786,,,,,
lrp,200,8.031456470489502,171593.54636239243,8247.391714075027,best_lagrangian_dual,2831.958854715489,0.0006848007747555108,,,,,
lrp,201,8.070670366287231,171624.52427853577,8216.413797931687,best_lagrangian_dual,2856.7205224883423,0.000671082745396805,,,,,
lrp,202,8.11006212234497,171659.39424369892,8181.543832768541,best_lagrangian_dual,2828.4074822468124,0.0006824059879798244,,,,,
lrp,203,8.149638652801514,171695.09935891317,8145.838717554288,best_lagrangian_dual,2862.1523687320514,0.0006642303705674243,,,,,
lrp,204,8.18760085105896,171724.85748656985,8116.0805898976105,best_lagrangian_dual,2828.4074822468124,0.0006783144784722035,,,,,
lrp,205,8.227260828018188,171760.8785332953,8080.0595431721595,best_lagrangian_dual,2831.958854715489,0.0006743685827589171,,,,,
lrp,206,8.267357349395752,171796.41455218205,8044.5235242854105,best_lagrangian_dual,2831.958854715489,0.0006721531177361371,,,,,
lrp,207,8.305785655975342,171826.6828313504,8014.255245117063,best_lagrangian_dual,2862.1523687320514,0.0006561990705933751,,,,,
lrp,208,8.345112800598145,171860.33968085074,7980.598395616718,best_lagrangian_dual,2828.4074822468124,0.0006698467237184932,,,,,
lrp,209,8.387920379638672,171896.3072582385,7944.630818228965,best_lagrangian_dual,2831.607071430529,0.0006660908579868006,,,,,
lrp,210,8.428123235702515,171925.77178317826,7915.166293289192,best_lagrangian_dual,2861.8042969449198,0.0006503092601262946,,,,,
lrp,211,8.469234704971313,171955.7755229255,7885.162553541944,best_lagrangian_dual,2827.615775275395,0.0006642537147025162,,,,,
lrp,212,8.51394009590149,171988.86055585637,7852.077520611085,best_lagrangian_dual,2831.16814084893,0.0006605240232367045,,,,,
lrp,213,8.552976846694946,172016.8645343965,7824.073542070953,best_lagrangian_dual,2855.9366643121816,0.0006474000314492649,,,,,
lrp,214,8.598917007446289,172046.36462548267,7794.5734509847825,best_lagrangian_dual,2827.540303804869,0.0006586238041383891,,,,,
