hour,unit,bus,method,label,price,scheduled_output_MW
19,G4,27,lrp,LRP,76.35820783617147,0.0
20,G4,27,lrp,LRP,64.67167443130008,0.0
21,G4,27,lrp,LRP,57.327871979797436,0.0
22,G4,27,lrp,LRP,46.50418541156248,0.0
23,G4,27,lrp,LRP,42.683757128417454,0.0
24,G4,27,lrp,LRP,41.98956629554078,0.0
1,G4,27,dwp,DWP,55.63799999999999,0.0
2,G4,27,dwp,DWP,46.67399999999884,0.0
3,G4,27,dwp,DWP,42.68600000000012,0.0
4,G4,27,dwp,DWP,56.33999999999993,0.0
5,G4,27,dwp,DWP,56.34000000000081,0.0
6,G4,27,dwp,DWP,58.259999999999565,0.0
7,G4,27,dwp,DWP,67.00617903915402,0.0
8,G4,27,dwp,DWP,61.489187485688234,0.0
9,G4,27,dwp,DWP,56.34000000000002,0.0
10,G4,27,dwp,DWP,42.68600000000001,0.0
11,G4,27,dwp,DWP,42.68600000000034,0.0
12,G4,27,dwp,DWP,42.68600000000022,0.0
13,G4,27,dwp,DWP,41.98200000000003,0.0
14,G4,27,dwp,DWP,42.68600000000028,0.0
15,G4,27,dwp,DWP,44.625596825397196,0.0
16,G4,27,dwp,DWP,57.61955714285712,0.0
17,G4,27,dwp,DWP,56.70264444444434,0.0
18,G4,27,dwp,DWP,67.22415935550947,0.0
19,G4,27,dwp,DWP,93.08864457978167,0.0
20,G4,27,dwp,DWP,67.68478857269531,0.0
21,G4,27,dwp,DWP,61.38278053945473,0.0
22,G4,27,dwp,DWP,56.97400000000006,0.0
23,G4,27,dwp,DWP,42.685999999999794,0.0
24,G4,27,dwp,DWP,41.982000000000006,0.0
1,G4,27,xiao,S-CHP,55.63799999999982,0.0
2,G4,27,xiao,S-CHP,55.35401700407801,0.0
3,G4,27,xiao,S-CHP,42.686000000002714,0.0
4,G4,27,xiao,S-CHP,47.659982995587995,0.0
5,G4,27,xiao,S-CHP,56.34000000010603,0.0
6,G4,27,xiao,S-CHP,58.25999999922627,0.0
7,G4,27,xiao,S-CHP,67.00617903984498,0.0
8,G4,27,xiao,S-CHP,61.48918748516491,0.0
9,G4,27,xiao,S-CHP,56.33999999995718,0.0
10,G4,27,xiao,S-CHP,42.686000000025274,0.0
11,G4,27,xiao,S-CHP,42.68600000003973,0.0
12,G4,27,xiao,S-CHP,42.68599999982812,0.0
13,G4,27,xiao,S-CHP,41.982000000180115,0.0
14,G4,27,xiao,S-CHP,42.68599999999288,0.0
15,G4,27,xiao,S-CHP,44.62559682752892,0.0
16,G4,27,xiao,S-CHP,57.61955714279909,0.0
17,G4,27,xiao,S-CHP,56.70264444452884,0.0
18,G4,27,xiao,S-CHP,67.2241593555201,0.0
19,G4,27,xiao,S-CHP,93.08864457930076,0.0
20,G4,27,xiao,S-CHP,67.68478857282722,0.0
21,G4,27,xiao,S-CHP,61.38278054134924,0.0
22,G4,27,xiao,S-CHP,56.97399999965829,0.0
23,G4,27,xiao,S-CHP,42.68600000000692,0.0
24,G4,27,xiao,S-CHP,41.98200000012881,0.0
1,G4,27,chp,D-CHP,55.63800000025375,0.0
2,G4,27,chp,D-CHP,54.33276167876614,0.0
3,G4,27,chp,D-CHP,42.686000000064745,0.0
4,G4,27,chp,D-CHP,48.68123824052801,0.0
5,G4,27,chp,D-CHP,56.33999998665765,0.0
6,G4,27,chp,D-CHP,58.2599999530283,0.0
7,G4,27,chp,D-CHP,67.00617907253253,0.0
8,G4,27,chp,D-CHP,61.48918748357818,0.0
9,G4,27,chp,D-CHP,56.34000000028382,0.0
10,G4,27,chp,D-CHP,42.68600000007368,0.0
11,G4,27,chp,D-CHP,42.68599999996851,0.0
12,G4,27,chp,D-CHP,42.685999999640856,0.0
13,G4,27,chp,D-CHP,41.98200000044568,0.0
14,G4,27,chp,D-CHP,42.685999999843936,0.0
15,G4,27,chp,D-CHP,44.62559680741521,0.0
16,G4,27,chp,D-CHP,57.61955714019629,0.0
17,G4,27,chp,D-CHP,56.70264444763312,0.0
18,G4,27,chp,D-CHP,67.22415935522992,0.0
19,G4,27,chp,D-CHP,93.08864450086136,0.0
20,G4,27,chp,D-CHP,67.68478852746254,0.0
21,G4,27,chp,D-CHP,61.38278054189152,0.0
22,G4,27,chp,D-CHP,56.9739999991897,0.0
23,G4,27,chp,D-CHP,42.68599999997993,0.0
24,G4,27,chp,D-CHP,41.98200079808538,0.0
1,G5,23,lmp,LMP,42.68599999998385,25.0
2,G5,23,lmp,LMP,42.685999999760824,25.0
3,G5,23,lmp,LMP,41.982000000417955,25.0
4,G5,23,lmp,LMP,42.685999999760824,25.0
5,G5,23,lmp,LMP,42.68600000007976,25.0
6,G5,23,lmp,LMP,42.68599999986285,25.0
7,G5,23,lmp,LMP,56.33999999986292,32.18275042959993
8,G5,23,lmp,LMP,56.33999999611364,26.03478260869565
9,G5,23,lmp,LMP,56.97399999829019,0.0
10,G5,23,lmp,LMP,42.68599999966426,0.0
11,G5,23,lmp,LMP,42.686000000028045,0.0
12,G5,23,lmp,LMP,42.68599999976766,0.0
13,G5,23,lmp,LMP,41.98200000021478,0.0
14,G5,23,lmp,LMP,42.68599999992692,0.0
15,G5,23,lmp,LMP,42.685999999760824,25.0
16,G5,23,lmp,LMP,56.340000000560934,35.07826086956521
17,G5,23,lmp,LMP,56.340000000039126,40.756160560136266
18,G5,23,lmp,LMP,56.33999999989943,34.47882665479805
19,G5,23,lmp,LMP,56.339999999932935,39.17627342884477
20,G5,23,lmp,LMP,56.339999999896186,34.211630289732305
21,G5,23,lmp,LMP,56.33999999980367,29.89769558643878
22,G5,23,lmp,LMP,42.686000000417096,25.0
23,G5,23,lmp,LMP,41.98200000028079,25.0
24,G5,23,lmp,LMP,41.981999999740516,25.0
1,G5,23,mirp,IRP,55.637999997067304,25.0
2,G5,23,mirp,IRP,55.63799998391109,25.0
3,G5,23,mirp,IRP,42.68600000302092,25.0
4,G5,23,mirp,IRP,55.637999982612925,25.0
5,G5,23,mirp,IRP,55.63800000504278,25.0
6,G5,23,mirp,IRP,56.340000001373035,25.0
7,G5,23,mirp,IRP,56.79599999404559,32.18275042959993
8,G5,23,mirp,IRP,58.259999997114605,26.03478260869565
9,G5,23,mirp,IRP,56.340000002579394,0.0
10,G5,23,mirp,IRP,55.63799999539664,0.0
11,G5,23,mirp,IRP,42.68600000048039,0.0
12,G5,23,mirp,IRP,42.6859999992724,0.0
13,G5,23,mirp,IRP,41.98200000501675,0.0
14,G5,23,mirp,IRP,42.68599999989513,0.0
15,G5,23,mirp,IRP,55.63799997948963,25.0
16,G5,23,mirp,IRP,56.340000001068624,35.07826086956521
17,G5,23,mirp,IRP,56.340000000061686,40.756160560136266
18,G5,23,mirp,IRP,56.340000000384805,34.47882665479805
19,G5,23,mirp,IRP,58.01399999497531,39.17627342884477
20,G5,23,mirp,IRP,56.34000000029303,34.211630289732305
21,G5,23,mirp,IRP,56.339999999921744,29.89769558643878
22,G5,23,mirp,IRP,56.34000000155113,25.0
23,G5,23,mirp,IRP,57.75696902339344,25.0
24,G5,23,mirp,IRP,50.94036956113121,25.0
1,G5,23,level,LVM,55.628343500236284,25.0
2,G5,23,level,LVM,52.801367098912664,25.0
3,G5,23,level,LVM,42.70313138124648,25.0
4,G5,23,level,LVM,50.132464638221535,25.0
5,G5,23,level,LVM,56.33997290129007,25.0
6,G5,23,level,LVM,58.23744701902924,25.0
7,G5,23,level,LVM,58.52003922462616,32.18275042959993
8,G5,23,level,LVM,60.10754491264237,26.03478260869565
9,G5,23,level,LVM,56.26954186779965,0.0
10,G5,23,level,LVM,42.69371923362839,0.0
11,G5,23,level,LVM,42.67341558519339,0.0
12,G5,23,level,LVM,42.664972558250746,0.0
13,G5,23,level,LVM,42.03248566448031,0.0
14,G5,23,level,LVM,42.68950714724269,0.0
15,G5,23,level,LVM,45.011753326341136,25.0
16,G5,23,level,LVM,57.574127001504664,35.07826086956521
17,G5,23,level,LVM,56.62233331891582,40.756160560136266
18,G5,23,level,LVM,58.225424982321115,34.47882665479805
19,G5,23,level,LVM,60.12537076282075,39.17627342884477
20,G5,23,level,LVM,59.13161678199563,34.211630289732305
21,G5,23,level,LVM,58.2515272954753,29.89769558643878
22,G5,23,level,LVM,56.92214953788963,25.0
23,G5,23,level,LVM,42.676588995306254,25.0
24,G5,23,level,LVM,42.00460363010915,25.0
1,G5,23,lrp,LRP,43.22289665642141,25.0
2,G5,23,lrp,LRP,43.795312525420265,25.0
3,G5,23,lrp,LRP,42.6864957708873,25.0
4,G5,23,lrp,LRP,42.925136321965,25.0
5,G5,23,lrp,LRP,46.383042747364726,25.0
6,G5,23,lrp,LRP,53.79636399522938,25.0
7,G5,23,lrp,LRP,62.98273051783685,32.18275042959993
8,G5,23,lrp,LRP,58.529793734922904,26.03478260869565
9,G5,23,lrp,LRP,51.84292007745775,0.0
10,G5,23,lrp,LRP,44.796051124935175,0.0
11,G5,23,lrp,LRP,42.68532704260338,0.0
12,G5,23,lrp,LRP,42.157409827317245,0.0
13,G5,23,lrp,LRP,41.98297648637306,0.0
14,G5,23,lrp,LRP,42.53357728695656,0.0
15,G5,23,lrp,LRP,44.48954030089558,25.0
16,G5,23,lrp,LRP,54.472001097509434,35.07826086956521
17,G5,23,lrp,LRP,56.82927541257832,40.756160560136266
18,G5,23,lrp,LRP,58.25193608244304,34.47882665479805
19,G5,23,lrp,LRP,67.0591512145813,39.17627342884477
20,G5,23,lrp,LRP,59.56610189652648,34.211630289732305
21,G5,23,lrp,LRP,57.097673046142475,29.89769558643878
22,G5,23,lrp,LRP,46.50418541156248,25.0
23,G5,23,lrp,LRP,42.683757128417454,25.0
24,G5,23,lrp,LRP,41.98956629554078,25.0
1,G5,23,dwp,DWP,55.63799999999999,25.0
2,G5,23,dwp,DWP,46.67399999999884,25.0
3,G5,23,dwp,DWP,42.68600000000012,25.0
4,G5,23,dwp,DWP,56.33999999999993,25.0
5,G5,23,dwp,DWP,56.34000000000081,25.0
6,G5,23,dwp,DWP,58.259999999999565,25.0
7,G5,23,dwp,DWP,58.401333333333895,32.18275042959993
8,G5,23,dwp,DWP,60.17999999999981,26.03478260869565
9,G5,23,dwp,DWP,56.34000000000002,0.0
10,G5,23,dwp,DWP,42.68600000000001,0.0
11,G5,23,dwp,DWP,42.68600000000034,0.0
12,G5,23,dwp,DWP,42.68600000000022,0.0
13,G5,23,dwp,DWP,41.98200000000003,0.0
14,G5,23,dwp,DWP,42.68600000000028,0.0
15,G5,23,dwp,DWP,44.625596825397196,25.0
16,G5,23,dwp,DWP,57.61955714285712,35.07826086956521
17,G5,23,dwp,DWP,56.70264444444434,40.756160560136266
18,G5,23,dwp,DWP,58.25999999999986,34.47882665479805
19,G5,23,dwp,DWP,60.18000000000008,39.17627342884477
20,G5,23,dwp,DWP,58.93386560846568,34.211630289732305
21,G5,23,dwp,DWP,58.26,29.89769558643878
22,G5,23,dwp,DWP,56.97400000000006,25.0
23,G5,23,dwp,DWP,42.685999999999794,25.0
24,G5,23,dwp,DWP,41.982000000000006,25.0
1,G5,23,xiao,S-CHP,55.63799999999933,25.0
2,G5,23,xiao,S-CHP,55.35401700407805,25.0
3,G5,23,xiao,S-CHP,42.68600000000278,25.0
4,G5,23,xiao,S-CHP,47.659982995588166,25.0
5,G5,23,xiao,S-CHP,56.340000000106095,25.0
6,G5,23,xiao,S-CHP,58.25999999922574,25.0
7,G5,23,xiao,S-CHP,58.401333333822436,32.18275042959993
8,G5,23,xiao,S-CHP,60.18000000001125,26.03478260869565
9,G5,23,xiao,S-CHP,56.3399999999554,0.0
10,G5,23,xiao,S-CHP,42.68600000002527,0.0
11,G5,23,xiao,S-CHP,42.68600000003978,0.0
12,G5,23,xiao,S-CHP,42.68599999982811,0.0
13,G5,23,xiao,S-CHP,41.98200000018011,0.0
14,G5,23,xiao,S-CHP,42.68599999999295,0.0
15,G5,23,xiao,S-CHP,44.6255968275291,25.0
16,G5,23,xiao,S-CHP,57.61955714279817,35.07826086956521
17,G5,23,xiao,S-CHP,56.70264444452648,40.756160560136266
18,G5,23,xiao,S-CHP,58.26000000002945,34.47882665479805
19,G5,23,xiao,S-CHP,60.17999999904658,39.17627342884477
20,G5,23,xiao,S-CHP,58.93386560950101,34.211630289732305
21,G5,23,xiao,S-CHP,58.260000000026764,29.89769558643878
22,G5,23,xiao,S-CHP,56.973999999657565,25.0
23,G5,23,xiao,S-CHP,42.6860000000069,25.0
24,G5,23,xiao,S-CHP,41.98200000012871,25.0
1,G5,23,chp,D-CHP,55.6380000002515,25.0
2,G5,23,chp,D-CHP,54.33276167877468,25.0
3,G5,23,chp,D-CHP,42.686000000072774,25.0
4,G5,23,chp,D-CHP,48.68123824053652,25.0
5,G5,23,chp,D-CHP,56.3399999866632,25.0
6,G5,23,chp,D-CHP,58.25999995299104,25.0
7,G5,23,chp,D-CHP,58.40133336494948,32.18275042959993
8,G5,23,chp,D-CHP,60.17999999891416,26.03478260869565
9,G5,23,chp,D-CHP,56.34000000025273,0.0
10,G5,23,chp,D-CHP,42.68600000006028,0.0
11,G5,23,chp,D-CHP,42.68599999997744,0.0
12,G5,23,chp,D-CHP,42.68599999964626,0.0
13,G5,23,chp,D-CHP,41.98200000045207,0.0
14,G5,23,chp,D-CHP,42.68599999985066,0.0
15,G5,23,chp,D-CHP,44.62559680742272,25.0
16,G5,23,chp,D-CHP,57.61955714013764,35.07826086956521
17,G5,23,chp,D-CHP,56.70264444757367,40.756160560136266
18,G5,23,chp,D-CHP,58.25999999722328,34.47882665479805
19,G5,23,chp,D-CHP,60.17999999698125,39.17627342884477
20,G5,23,chp,D-CHP,58.93386534783359,34.211630289732305
21,G5,23,chp,D-CHP,58.26000000006427,29.89769558643878
22,G5,23,chp,D-CHP,56.97399999914643,25.0
23,G5,23,chp,D-CHP,42.68599999996736,25.0
24,G5,23,chp,D-CHP,41.98200079807145,25.0
1,G6,13,lmp,LMP,42.68599999998385,0.0
2,G6,13,lmp,LMP,42.685999999760824,0.0
3,G6,13,lmp,LMP,41.982000000417955,0.0
4,G6,13,lmp,LMP,42.685999999760824,0.0
5,G6,13,lmp,LMP,42.68600000007976,0.0
6,G6,13,lmp,LMP,42.68600000002829,0.0
7,G6,13,lmp,LMP,57.25841486225598,0.0
8,G6,13,lmp,LMP,56.339999996301785,0.0
9,G6,13,lmp,LMP,56.97399999829019,0.0
10,G6,13,lmp,LMP,42.68599999966426,0.0
11,G6,13,lmp,LMP,42.686000000028045,0.0
12,G6,13,lmp,LMP,42.68599999976766,0.0
13,G6,13,lmp,LMP,41.98200000021478,0.0
14,G6,13,lmp,LMP,42.68599999992692,0.0
15,G6,13,lmp,LMP,42.685999999760824,0.0
16,G6,13,lmp,LMP,56.340000000560934,0.0
17,G6,13,lmp,LMP,73.1920868912978,10.0
18,G6,13,lmp,LMP,73.90011514034828,10.0
19,G6,13,lmp,LMP,89.87700000010204,23.933139184942384
20,G6,13,lmp,LMP,72.97853061863404,10.0
21,G6,13,lmp,LMP,63.9104038962491,0.0
22,G6,13,lmp,LMP,42.686000000582396,0.0
23,G6,13,lmp,LMP,41.982000000481634,0.0
24,G6,13,lmp,LMP,41.98199999997644,0.0
1,G6,13,mirp,IRP,55.63799999727328,0.0
2,G6,13,mirp,IRP,55.637999984070156,0.0
3,G6,13,mirp,IRP,42.68600000317412,0.0
4,G6,13,mirp,IRP,55.637999982737824,0.0
5,G6,13,mirp,IRP,55.638000005275785,0.0
6,G6,13,mirp,IRP,56.340000002207546,0.0
7,G6,13,mirp,IRP,74.96914184800384,0.0
8,G6,13,mirp,IRP,58.26000000231466,0.0
9,G6,13,mirp,IRP,56.34000000341399,0.0
10,G6,13,mirp,IRP,55.63799999554766,0.0
11,G6,13,mirp,IRP,42.6860000006015,0.0
12,G6,13,mirp,IRP,42.68599999939898,0.0
13,G6,13,mirp,IRP,41.98200000514512,0.0
14,G6,13,mirp,IRP,42.6860000000199,0.0
15,G6,13,mirp,IRP,55.63799997961453,0.0
16,G6,13,mirp,IRP,56.34000000386312,0.0
17,G6,13,mirp,IRP,58.272144340476416,10.0
18,G6,13,mirp,IRP,84.47608031735365,10.0
19,G6,13,mirp,IRP,97.09634829364666,23.933139184942384
20,G6,13,mirp,IRP,81.59859831206049,10.0
21,G6,13,mirp,IRP,63.91040389794175,0.0
22,G6,13,mirp,IRP,57.258414863586474,0.0
23,G6,13,mirp,IRP,57.75696902386433,0.0
24,G6,13,mirp,IRP,50.94036956131378,0.0
1,G6,13,level,LVM,55.62834350023472,0.0
2,G6,13,level,LVM,52.801367098902944,0.0
3,G6,13,level,LVM,42.70313138123722,0.0
4,G6,13,level,LVM,50.132464638211815,0.0
5,G6,13,level,LVM,56.33997290128071,0.0
6,G6,13,level,LVM,58.23744701904432,0.0
7,G6,13,level,LVM,71.72787061851301,0.0
8,G6,13,level,LVM,62.01658499866476,0.0
9,G6,13,level,LVM,56.269541867806666,0.0
10,G6,13,level,LVM,42.693719233625785,0.0
11,G6,13,level,LVM,42.673415585183044,0.0
12,G6,13,level,LVM,42.66497255824176,0.0
13,G6,13,level,LVM,42.03248566447176,0.0
14,G6,13,level,LVM,42.68950714723326,0.0
15,G6,13,level,LVM,45.011753326330854,0.0
16,G6,13,level,LVM,57.574127001525916,0.0
17,G6,13,level,LVM,56.62233331893055,10.0
18,G6,13,level,LVM,72.93924729911392,10.0
19,G6,13,level,LVM,120.11113548766153,23.933139184942384
20,G6,13,level,LVM,72.38191405598543,10.0
21,G6,13,level,LVM,65.50512620353197,0.0
22,G6,13,level,LVM,56.92214953790813,0.0
23,G6,13,level,LVM,42.676588995307355,0.0
24,G6,13,level,LVM,42.00460363011234,0.0
1,G6,13,lrp,LRP,43.22289665642141,0.0
2,G6,13,lrp,LRP,43.795312525420265,0.0
3,G6,13,lrp,LRP,42.6864957708873,0.0
4,G6,13,lrp,LRP,42.925136321965,0.0
5,G6,13,lrp,LRP,46.383042747364726,0.0
6,G6,13,lrp,LRP,53.79636399522938,0.0
7,G6,13,lrp,LRP,64.29213368915123,0.0
8,G6,13,lrp,LRP,58.98237436553799,0.0
9,G6,13,lrp,LRP,51.84292007745775,0.0
10,G6,13,lrp,LRP,44.796051124935175,0.0
11,G6,13,lrp,LRP,42.68532704260338,0.0
12,G6,13,lrp,LRP,42.157409827317245,0.0
13,G6,13,lrp,LRP,41.98297648637306,0.0
14,G6,13,lrp,LRP,42.53357728695656,0.0
15,G6,13,lrp,LRP,44.48954030089558,0.0
16,G6,13,lrp,LRP,54.472001097509434,0.0
17,G6,13,lrp,LRP,57.521372281454646,10.0
18,G6,13,lrp,LRP,63.92355111146474,10.0
19,G6,13,lrp,LRP,77.0677031445232,23.933139184942384
20,G6,13,lrp,LRP,65.52341182893159,10.0
21,G6,13,lrp,LRP,57.450471588657784,0.0
22,G6,13,lrp,LRP,46.50418541156248,0.0
23,G6,13,lrp,LRP,42.683757128417454,0.0
24,G6,13,lrp,LRP,41.98956629554078,0.0
1,G6,13,dwp,DWP,55.63799999999999,0.0
2,G6,13,dwp,DWP,46.67399999999884,0.0
3,G6,13,dwp,DWP,42.68600000000012,0.0
4,G6,13,dwp,DWP,56.33999999999993,0.0
5,G6,13,dwp,DWP,56.34000000000081,0.0
6,G6,13,dwp,DWP,58.259999999999565,0.0
7,G6,13,dwp,DWP,71.5976922036596,0.0
8,G6,13,dwp,DWP,62.18776498270001,0.0
9,G6,13,dwp,DWP,56.34000000000002,0.0
10,G6,13,dwp,DWP,42.68600000000001,0.0
11,G6,13,dwp,DWP,42.68600000000034,0.0
12,G6,13,dwp,DWP,42.68600000000022,0.0
13,G6,13,dwp,DWP,41.98200000000003,0.0
14,G6,13,dwp,DWP,42.68600000000028,0.0
15,G6,13,dwp,DWP,44.625596825397196,0.0
16,G6,13,dwp,DWP,57.61955714285712,0.0
17,G6,13,dwp,DWP,56.70264444444434,10.0
18,G6,13,dwp,DWP,72.50781278192267,10.0
19,G6,13,dwp,DWP,119.93885848671611,23.933139184942384
20,G6,13,dwp,DWP,72.99550728168217,10.0
21,G6,13,dwp,DWP,63.04908443925274,0.0
22,G6,13,dwp,DWP,56.97400000000006,0.0
23,G6,13,dwp,DWP,42.685999999999794,0.0
24,G6,13,dwp,DWP,41.982000000000006,0.0
1,G6,13,xiao,S-CHP,55.63799999999982,0.0
2,G6,13,xiao,S-CHP,55.354017004077996,0.0
3,G6,13,xiao,S-CHP,42.68600000000279,0.0
4,G6,13,xiao,S-CHP,47.659982995588045,0.0
5,G6,13,xiao,S-CHP,56.34000000010602,0.0
6,G6,13,xiao,S-CHP,58.25999999922615,0.0
7,G6,13,xiao,S-CHP,71.59769220445799,0.0
8,G6,13,xiao,S-CHP,62.18776498189068,0.0
9,G6,13,xiao,S-CHP,56.33999999995767,0.0
10,G6,13,xiao,S-CHP,42.686000000025324,0.0
11,G6,13,xiao,S-CHP,42.68600000003981,0.0
12,G6,13,xiao,S-CHP,42.685999999828255,0.0
13,G6,13,xiao,S-CHP,41.98200000018022,0.0
14,G6,13,xiao,S-CHP,42.68599999999296,0.0
15,G6,13,xiao,S-CHP,44.625596827529,0.0
16,G6,13,xiao,S-CHP,57.619557142799245,0.0
17,G6,13,xiao,S-CHP,56.702644444529255,10.0
18,G6,13,xiao,S-CHP,72.5078127819289,10.0
19,G6,13,xiao,S-CHP,119.9388584868911,23.933139184942384
20,G6,13,xiao,S-CHP,72.99550728140731,10.0
21,G6,13,xiao,S-CHP,63.049084442143304,0.0
22,G6,13,xiao,S-CHP,56.97399999965833,0.0
23,G6,13,xiao,S-CHP,42.68600000000685,0.0
24,G6,13,xiao,S-CHP,41.98200000012884,0.0
1,G6,13,chp,D-CHP,55.638000000252426,0.0
2,G6,13,chp,D-CHP,54.332761678758104,0.0
3,G6,13,chp,D-CHP,42.686000000057035,0.0
4,G6,13,chp,D-CHP,48.68123824051997,0.0
5,G6,13,chp,D-CHP,56.33999998656425,0.0
6,G6,13,chp,D-CHP,58.259999952995635,0.0
7,G6,13,chp,D-CHP,71.59769223791976,0.0
8,G6,13,chp,D-CHP,62.18776497995795,0.0
9,G6,13,chp,D-CHP,56.3400000002478,0.0
10,G6,13,chp,D-CHP,42.68600000007033,0.0
11,G6,13,chp,D-CHP,42.68599999996458,0.0
12,G6,13,chp,D-CHP,42.68599999962559,0.0
13,G6,13,chp,D-CHP,41.98200000039157,0.0
14,G6,13,chp,D-CHP,42.68599999977928,0.0
15,G6,13,chp,D-CHP,44.625596807375175,0.0
16,G6,13,chp,D-CHP,57.6195571401837,0.0
17,G6,13,chp,D-CHP,56.70264444760792,10.0
18,G6,13,chp,D-CHP,72.50781278259815,10.0
19,G6,13,chp,D-CHP,119.93885846009555,23.933139184942384
20,G6,13,chp,D-CHP,72.99550734129109,10.0
21,G6,13,chp,D-CHP,63.049084442908246,0.0
22,G6,13,chp,D-CHP,56.973999999182254,0.0
23,G6,13,chp,D-CHP,42.685999999969454,0.0
24,G6,13,chp,D-CHP,41.982000798077145,0.0
