load_scale,fmax_scale,threshold,method,crossover,coeff_tol,milp_obj,round,n_lines,obj,gap,elapsed,build_time,solver_time,n_viol_lines,max_violation,exact_by_check
1.2,0.8,0.99,2,0,0.0,2609091.7552858265,1,2,2608528.5657302584,563.1895555681549,33.59004282951355,2.4362520000431687,30.02900004386902,1,5.515572895113678,0
1.2,0.8,0.99,2,0,0.0,2609091.7552858265,2,3,2608545.01436325,546.7409225762822,33.49799680709839,4.7992391001898795,27.0,0,0.0,1
1.2,0.8,0.95,2,0,0.0,2609091.7552858265,1,5,2608545.014349719,546.7409361074679,38.12948203086853,3.878810100024566,33.126999855041504,0,0.0,1
1.2,0.8,0.9,2,0,0.0,2609091.7552858265,1,5,2608545.014349719,546.7409361074679,42.1722948551178,3.7695930001791567,37.31000018119812,0,0.0,1
