load_scale,fmax_scale,threshold,method,crossover,coeff_tol,milp_obj,round,n_lines,obj,gap,elapsed,build_time,solver_time,n_viol_lines,max_violation,exact_by_check
1.2,0.8,0.95,2,0,0.0,2609091.7552858265,1,8,2608545.0143495323,546.740936294198,42.44419598579407,4.125017900019884,37.23699998855591,0,0.0,1
