case,network,congestion,T,segments,ramp_scenario,load_scenario,load_scale,fixed_cost_multiplier,method,method_name,milp_obj,pricing_obj,duality_gap,gen_uplift,ftr_cost,total_uplift,lmp_min,lmp_max,method_time,build_time,solver_time,total_time,schedule_time,chp_time,oracle_time,on_arcs,off_arcs,dag_edges,v_vars,n_iter,n_columns,converged,stop_reason,upper_bound,bound_gap,n_states,n_arcs
30,ptdf,tight,24,3,base,base,1.0,1.0,xiao,Xiao explicit M-CHP（25711 arcs）,181793.68649645976,178329.21590393948,3464.470592520287,3431.769501966096,32.701115838799474,3464.4706178048955,41.982000004515456,147.48367744999751,4.572849599993788,3.707739799981937,0.7869999408721924,4.572849599993788,0.12678003311157227,,0.10844170005293563,896,715,1611,8790,,,,,,,3400,25711
