load_scale,fmax_scale,threshold,method,crossover,coeff_tol,milp_obj,round,n_lines,obj,gap,elapsed,build_time,solver_time,n_viol_lines,max_violation,exact_by_check
1.2,0.8,0.95,3,0,0.0,2609091.7552858265,1,5,2608545.0143494424,546.7409363840707,71.8003659248352,3.6559444998856634,67.10099983215332,0,1.4210854715202004e-14,1
