case,network,congestion,T,segments,ramp_scenario,load_scenario,load_scale,fixed_cost_multiplier,method,method_name,milp_obj,pricing_obj,duality_gap,gen_uplift,ftr_cost,total_uplift,lmp_min,lmp_max,method_time,build_time,solver_time,total_time,schedule_time,chp_time,oracle_time,on_arcs,off_arcs,dag_edges,v_vars,n_iter,n_columns,converged,stop_reason,upper_bound,bound_gap,n_states,n_arcs
118,ptdf,tight,24,3,base,base,1.2,1.0,chp,CHP 原空间精确 LP（本文）,2609091.7552858265,2608545.0148740322,546.7404117942788,459.2987707296397,87.44218520868671,546.7409559383265,37.8299999998084,73.64120023673433,1426.8634741306305,102.30966590000003,1311.4439997673035,1426.4309825,2.0466296672821045,1426.8634741306305,0.9328047000001334,9436,8454,17890,88326,,,,,,,,
118,ptdf,tight,24,3,base,base,1.2,1.0,lmp,传统 LMP（固定启停 LP）,2609091.7552858265,2609091.75528589,nan,2464.7614999572825,1.1354496942161645e-08,2464.761499968637,37.829999999999245,68.87173947753288,1.4181805999999142,1.3320909999999913,0.07800006866455078,1.4181805999999142,2.0466296672821045,,1.0082271999999648,9436,8454,17890,88326,,,,,,,,
