case,network,congestion,T,segments,ramp_scenario,load_scenario,load_scale,fixed_cost_multiplier,method,method_name,milp_obj,pricing_obj,duality_gap,gen_uplift,ftr_cost,total_uplift,lmp_min,lmp_max,method_time,build_time,solver_time,total_time,schedule_time,chp_time,oracle_time,on_arcs,off_arcs,dag_edges,v_vars,n_iter,n_columns,converged,stop_reason,upper_bound,bound_gap,n_states,n_arcs
6,single,none,24,3,base,base,1.0,1.0,mirp,M-IRP（LP 松弛 / LR 对偶界）,44023.30882201087,42064.149870796056,1959.158951214813,1959.1589512753444,0.0,1959.1589512753444,11.999874999998395,24.099989999960094,0.02266849996522069,0.009671499952673912,0.013000011444091797,0.02266849996522069,0.05865478515625,,0.022038999944925308,640,540,1180,6030,,,,,,,,
6,single,none,24,3,base,base,1.0,1.0,lmp,传统 LMP（固定启停 LP）,44023.30882201087,44023.30882201498,nan,4946.391343874973,0.0,4946.391343874973,11.833350000001461,13.16715000000059,0.004476299975067377,0.003448599949479103,0.0009999275207519531,0.004476299975067377,0.05865478515625,,0.01633429992944002,640,540,1180,6030,,,,,,,,
