method,iteration,elapsed_s,objective,gap_to_exact,trace,upper_bound,rel_gap,rmp_obj,min_reduced_cost,columns
dwp_incremental,11,0.9495275020599365,78777.70385234333,101063.23421522752,best_certified_dual,,,182577.738401152,-58745.69632665323,76
dwp_incremental,12,1.0258135795593262,78777.70385234333,101063.23421522752,best_certified_dual,,,182577.73840115432,-95911.51614865694,82
dwp_incremental,13,1.1079812049865723,127594.17243897961,52246.76562859124,best_certified_dual,,,182577.7384011521,-22619.888336254808,87
dwp_incremental,14,1.1947448253631592,127594.17243897961,52246.76562859124,best_certified_dual,,,182577.7384011522,-40127.34521437726,93
dwp_incremental,15,1.2833590507507324,127594.17243897961,52246.76562859124,best_certified_dual,,,182577.7384011508,-24742.0092579327,99
dwp_incremental,16,1.3603498935699463,127594.17243897961,52246.76562859124,best_certified_dual,,,182577.73840115315,-24760.621371478042,104
dwp_incremental,17,1.4399473667144775,161948.7296603192,17892.20840725166,best_certified_dual,,,182577.73840115283,-10290.507039355958,109
dwp_incremental,18,1.524216651916504,161948.7296603192,17892.20840725166,best_certified_dual,,,182577.73840115368,-31815.34570424842,114
dwp_incremental,19,1.6040310859680176,161948.7296603192,17892.20840725166,best_certified_dual,,,182577.73840115275,-17226.402526174345,119
dwp_incremental,20,1.6994493007659912,161948.7296603192,17892.20840725166,best_certified_dual,,,182577.73840114477,-1970486.858399186,125
dwp_incremental,21,1.8239853382110596,161948.7296603192,17892.20840725166,best_certified_dual,,,182566.4532437085,-28764.450592585352,130
dwp_incremental,22,1.9232416152954102,161948.7296603192,17892.20840725166,best_certified_dual,,,182563.40804833127,-18939.753500917803,135
dwp_incremental,23,2.0007214546203613,161948.7296603192,17892.20840725166,best_certified_dual,,,182560.29249937597,-11266.825035126509,140
dwp_incremental,24,2.090632438659668,163633.44792593113,16207.490141639719,best_certified_dual,,,182557.87479706356,-8426.782593639626,145
dwp_incremental,25,2.172314167022705,169388.4308557869,10452.507211783959,best_certified_dual,,,182554.86010984032,-5276.804391440877,149
dwp_incremental,26,2.251824378967285,169388.4308557869,10452.507211783959,best_certified_dual,,,182552.24876621127,-5841.882707439414,153
dwp_incremental,27,2.432321786880493,171740.7138707348,8100.224196836061,best_certified_dual,,,182549.9470973961,-4775.419875435445,157
dwp_incremental,28,2.53779935836792,171760.66637712956,8080.2716904412955,best_certified_dual,,,182544.3654384762,-5025.731904438886,161
dwp_incremental,29,2.611473321914673,171760.66637712956,8080.2716904412955,best_certified_dual,,,182448.5489674766,-4594.795045855157,165
dwp_incremental,30,2.690098524093628,173720.89198754402,6120.046080026834,best_certified_dual,,,182403.00824851735,-3470.216679254838,169
dwp_incremental,31,2.818145990371704,173720.89198754402,6120.046080026834,best_certified_dual,,,182251.952728968,-6689.411212746094,173
dwp_incremental,32,2.9101850986480713,173720.89198754402,6120.046080026834,best_certified_dual,,,181762.3285333918,-3044.2402195870127,177
dwp_incremental,33,3.0217859745025635,173720.89198754402,6120.046080026834,best_certified_dual,,,181654.59809808715,-4912.522187651279,181
dwp_incremental,34,3.1048851013183594,175414.42534819874,4426.512719372113,best_certified_dual,,,181553.92308085607,-2601.448730140195,185
dwp_incremental,35,3.1898841857910156,175581.35493719034,4259.583130380517,best_certified_dual,,,181362.8850876704,-2897.9951303728476,188
dwp_incremental,36,3.280015230178833,175581.35493719034,4259.583130380517,best_certified_dual,,,181174.62225857333,-6276.911296317128,192
dwp_incremental,37,3.38505220413208,176301.0764157798,3539.861651791056,best_certified_dual,,,181117.37097682516,-2228.6589841619425,195
dwp_incremental,38,3.4707930088043213,176301.0764157798,3539.861651791056,best_certified_dual,,,181077.08922083364,-2360.6946885332204,198
dwp_incremental,39,3.5687386989593506,176301.0764157798,3539.861651791056,best_certified_dual,,,180976.00479423776,-2116.220759205743,201
dwp_incremental,40,3.6544361114501953,176301.0764157798,3539.861651791056,best_certified_dual,,,180907.9696192072,-2426.517790024724,204
dwp_incremental,41,3.741530418395996,176689.2097198012,3151.7283477696474,best_certified_dual,,,180821.29255157898,-2143.7590580718625,207
dwp_incremental,42,3.8312771320343018,176689.2097198012,3151.7283477696474,best_certified_dual,,,180760.90284706876,-2247.331563220729,210
dwp_incremental,43,3.917156934738159,176689.2097198012,3151.7283477696474,best_certified_dual,,,180688.69648782647,-1897.9611974024006,213
dwp_incremental,44,4.003048658370972,176689.2097198012,3151.7283477696474,best_certified_dual,,,180645.3095411235,-1894.131364340712,216
dwp_incremental,45,4.08225417137146,178215.6711902483,1625.266877322545,best_certified_dual,,,180593.59235266762,-1169.576864144081,219
dwp_incremental,46,4.16336727142334,178215.6711902483,1625.266877322545,best_certified_dual,,,180479.59873602245,-2109.897748037787,222
dwp_incremental,47,4.275055170059204,178215.6711902483,1625.266877322545,best_certified_dual,,,180434.93416465056,-1498.6916940076844,225
dwp_incremental,48,4.422569751739502,178215.6711902483,1625.266877322545,best_certified_dual,,,180414.86782120392,-1345.92073653041,228
dwp_incremental,49,4.507619619369507,178477.1116730913,1363.8263944795472,best_certified_dual,,,180372.78190901695,-839.4203796677294,231
dwp_incremental,50,4.592228651046753,178477.1116730913,1363.8263944795472,best_certified_dual,,,180299.44956248175,-1647.619789524722,234
dwp_incremental,51,4.719347238540649,178477.1116730913,1363.8263944795472,best_certified_dual,,,180235.5405882975,-1493.974801770908,237
dwp_incremental,52,4.800877571105957,178477.1116730913,1363.8263944795472,best_certified_dual,,,180197.48997639975,-1622.482481193933,240
dwp_incremental,53,4.888792514801025,178552.84405861655,1288.0940089543,best_certified_dual,,,180081.185019805,-713.6768453992336,243
dwp_incremental,54,4.981820344924927,178552.84405861655,1288.0940089543,best_certified_dual,,,180073.50414330926,-1336.1977492874605,246
dwp_incremental,55,5.0684494972229,178552.84405861655,1288.0940089543,best_certified_dual,,,180066.12459531263,-1113.7023793275894,249
dwp_incremental,56,5.150234222412109,179242.47040732048,598.467660250375,best_certified_dual,,,180060.55306025845,-545.1628992138092,252
dwp_incremental,57,5.24315333366394,179386.9980072903,453.94006028055446,best_certified_dual,,,180057.88140306895,-351.3470446181494,255
dwp_incremental,58,5.319928169250488,179386.9980072903,453.94006028055446,best_certified_dual,,,180035.7320553446,-1456.7948021455295,258
dwp_incremental,59,5.4007086753845215,179386.9980072903,453.94006028055446,best_certified_dual,,,180021.4316734973,-1355.8160589964878,261
dwp_incremental,60,5.537157773971558,179386.9980072903,453.94006028055446,best_certified_dual,,,180016.0710905362,-389.58787855806247,264
dwp_incremental,61,5.61867356300354,179386.9980072903,453.94006028055446,best_certified_dual,,,180010.80780398785,-407.79507460723494,267
dwp_incremental,62,5.735315322875977,179405.23872399153,435.6993435793265,best_certified_dual,,,179997.25101002044,-377.27487796169896,270
dwp_incremental,63,5.875182390213013,179405.23872399153,435.6993435793265,best_certified_dual,,,179986.34325977042,-452.4829995401069,273
dwp_incremental,64,5.959242105484009,179405.23872399153,435.6993435793265,best_certified_dual,,,179978.0662316738,-407.4547978034311,276
dwp_incremental,65,6.039685249328613,179405.23872399153,435.6993435793265,best_certified_dual,,,179969.29693190992,-473.08664035776644,279
dwp_incremental,66,6.119312286376953,179496.63826562892,344.29980194193195,best_certified_dual,,,179962.7709851755,-236.21899041531458,282
dwp_incremental,67,6.206868648529053,179525.66816646565,315.26990110520273,best_certified_dual,,,179960.23343390485,-242.96587376246396,285
dwp_incremental,68,6.29090142250061,179525.66816646565,315.26990110520273,best_certified_dual,,,179960.04667101282,-332.6920838634287,288
dwp_incremental,69,6.371089458465576,179583.65051000004,257.2875575708167,best_certified_dual,,,179958.64462775722,-241.18926336015943,291
dwp_incremental,70,6.451904296875,179598.14628139386,242.79178617699654,best_certified_dual,,,179953.8393708385,-212.701030414991,294
dwp_incremental,71,6.538896322250366,179598.14628139386,242.79178617699654,best_certified_dual,,,179941.67585604894,-218.25320648739057,297
dwp_incremental,72,6.651486873626709,179598.14628139386,242.79178617699654,best_certified_dual,,,179924.15921825528,-336.7967278087202,300
dwp_incremental,73,6.740501880645752,179598.14628139386,242.79178617699654,best_certified_dual,,,179919.6575219959,-274.8916559687974,303
dwp_incremental,74,6.828632593154907,179598.14628139386,242.79178617699654,best_certified_dual,,,179907.2767763545,-178.71368599327548,306
dwp_incremental,75,6.919997692108154,179598.14628139386,242.79178617699654,best_certified_dual,,,179903.23322230074,-186.78911937246983,309
dwp_incremental,76,7.006267786026001,179598.14628139386,242.79178617699654,best_certified_dual,,,179892.20834912703,-187.6443329119478,312
dwp_incremental,77,7.101602554321289,179598.14628139386,242.79178617699654,best_certified_dual,,,179884.80226682543,-204.61533756704137,315
dwp_incremental,78,7.192556381225586,179598.14628139386,242.79178617699654,best_certified_dual,,,179882.97345690837,-277.6109417383934,318
dwp_incremental,79,7.277921199798584,179671.35952131526,169.57854625559412,best_certified_dual,,,179879.06500168273,-138.87858617858387,321
dwp_incremental,80,7.364645481109619,179701.08645614318,139.85161142767174,best_certified_dual,,,179871.6548853823,-120.23803055216217,324
dwp_incremental,81,7.537414073944092,179734.38261974958,106.55544782127254,best_certified_dual,,,179863.86720974703,-76.43506300195588,327
dwp_incremental,82,7.6255714893341064,179734.38261974958,106.55544782127254,best_certified_dual,,,179862.70435141053,-136.48040981175973,330
dwp_incremental,83,7.71550178527832,179761.53691202312,79.40115554773365,best_certified_dual,,,179861.17263032057,-60.70238496343154,333
dwp_incremental,84,7.807866096496582,179761.53691202312,79.40115554773365,best_certified_dual,,,179859.76847570762,-113.00575506294058,336
dwp_incremental,85,7.896059989929199,179761.53691202312,79.40115554773365,best_certified_dual,,,179858.08171116182,-93.78649311537924,339
dwp_incremental,86,7.983777284622192,179779.09994765752,61.83811991332914,best_certified_dual,,,179855.46791389133,-66.62961759949621,342
dwp_incremental,87,8.068090915679932,179792.5538997747,48.38416779614636,best_certified_dual,,,179855.41406299078,-58.50585313810029,344
dwp_incremental,88,8.161163568496704,179797.91340093422,43.02466663662926,best_certified_dual,,,179854.60627562375,-40.612880730600864,347
dwp_incremental,89,8.247382640838623,179813.94084892047,26.997218650387367,best_certified_dual,,,179853.99544897437,-26.7563427439743,349
dwp_incremental,90,8.333829641342163,179813.94084892047,26.997218650387367,best_certified_dual,,,179850.594871129,-56.69792624039121,351
dwp_incremental,91,8.415022373199463,179813.94084892047,26.997218650387367,best_certified_dual,,,179850.1820464302,-42.00299195761659,353
dwp_incremental,92,8.49908995628357,179813.94084892047,26.997218650387367,best_certified_dual,,,179850.0256917793,-45.094414984129344,355
dwp_incremental,93,8.590233087539673,179813.94084892047,26.997218650387367,best_certified_dual,,,179849.3644685644,-34.52782258259231,357
dwp_incremental,94,8.680692672729492,179815.99082525203,24.947242318827193,best_certified_dual,,,179848.69858166328,-27.69811538611475,359
dwp_incremental,95,8.770914316177368,179815.99082525203,24.947242318827193,best_certified_dual,,,179846.9193813021,-51.66046349216356,361
dwp_incremental,96,8.86540937423706,179815.99082525203,24.947242318827193,best_certified_dual,,,179845.82486711067,-26.83321364665983,363
dwp_incremental,97,8.954940795898438,179824.7990217379,16.13904583294061,best_certified_dual,,,179845.1110884035,-11.537066665490102,365
dwp_incremental,98,9.052000761032104,179824.7990217379,16.13904583294061,best_certified_dual,,,179844.32853769974,-72.64290909130614,367
dwp_incremental,99,9.13877820968628,179824.7990217379,16.13904583294061,best_certified_dual,,,179842.79504285273,-39.63638316135393,369
dwp_incremental,100,9.230041742324829,179824.7990217379,16.13904583294061,best_certified_dual,,,179842.39597438712,-26.411764705603446,371
dwp_incremental,101,9.316752910614014,179824.7990217379,16.13904583294061,best_certified_dual,,,179841.72519692476,-17.550000000127056,373
dwp_incremental,102,9.414382219314575,179824.7990217379,16.13904583294061,best_certified_dual,,,179841.3934978374,-17.549999999747683,375
dwp_incremental,103,9.506420373916626,179829.4056070145,11.53246055636555,best_certified_dual,,,179841.1852736815,-8.140666664934542,377
dwp_incremental,104,9.59254264831543,179836.88224334634,4.055824224516982,best_certified_dual,,,179841.0374100135,-2.1200000002232855,379
dwp_incremental,105,9.693358898162842,179836.88224334634,4.055824224516982,best_certified_dual,,,179840.95335461723,-10.599999997494251,380
dwp_incremental,106,9.769717693328857,179840.93804621234,2.1358515368774533e-05,best_certified_dual,,,179840.93804621295,-6.104983185650781e-10,380
lmp,1,0.08981776237487793,182577.7384012875,2736.8003337166447,one_shot_objective,,,,,
mirp,1,0.08605098724365234,178339.1332108441,-1501.8048567267542,one_shot_objective,,,,,
xiao,1,9.938840389251709,179840.93804538573,-2.2185122361406684e-05,one_shot_objective,,,,,
chp,1,1.0088942050933838,179840.93806757085,0.0,one_shot_objective,,,,,
