scenario,method,label,status,milp_obj,pricing_obj,duality_gap,gen_uplift,ftr_cost,total_uplift,settlement_error,time_s,n_iter,n_columns,converged,stop_reason,n_states,n_arcs,max_line_utilization,near_binding_line_hours,binding_line_hours_1e_5
relaxed,lmp,LMP,ok,208538.4438033332,208538.44380402827,nan,1259.5376586031996,0.0,1259.5376586031996,,0.04961228370666504,,,,,,,0.0375,0,0
relaxed,mirp,IRP,ok,208538.4438033332,208399.57647244146,138.8673308917496,138.8673309553351,0.0,138.8673309553351,6.358550308505073e-08,0.06665754318237305,,,,,,,0.0375,0,0
relaxed,level,LVM,ok,208538.4438033332,208442.3867352352,96.05706809801632,96.0570619705918,6.12749808352509e-06,96.05706809808989,7.356959486060077e-11,8.727704286575317,57,,True,relative_gap,,,0.0375,0,0
relaxed,dwp,DWP,ok,208538.4438033332,208453.60207238092,84.84173095229198,84.84173095237747,0.0,84.84173095237747,8.549250196665525e-11,287.7694613933563,169,593,True,reduced_cost,,,0.0375,0,0
relaxed,dwp_incremental,DWP-inc,ok,208538.4438033332,208453.60207238092,84.84173095229198,84.84173095235678,0.0,84.84173095235678,6.480149750132114e-11,6.16840124130249,163,517,True,reduced_cost,,,0.0375,0,0
relaxed,xiao,S-CHP,ok,208538.4438033332,208453.6020728596,84.84173047362128,84.84173096217364,2.997465670581808e-11,84.84173096220361,4.885823301492564e-07,3.32646107673645,,,,,2626,19034,0.0375,0,0
relaxed,chp,D-CHP,ok,208538.4438033332,208453.6020967901,84.8417065431131,84.84253090234438,9.114389455363591e-05,84.84262204623893,0.0009155031258245572,7.257067918777466,,,,,,,0.0375,0,0
