scenario,method,iteration,elapsed_s,objective,gap_to_d_chp,rmp_obj,min_reduced_cost,columns
relaxed,dwp_incremental,46,1.6069796085357666,206073.02340944164,2380.5786873484612,208538.4438033333,-1568.7920099966223,239
relaxed,dwp_incremental,47,1.6466190814971924,206313.9767267392,2139.625370050897,208538.44380333318,-1034.6388101876526,242
relaxed,dwp_incremental,48,1.6859772205352783,206313.9767267392,2139.625370050897,208538.44380333318,-1182.9183410084245,245
relaxed,dwp_incremental,49,1.7207329273223877,206596.60094021968,1857.001156570419,208538.4438033331,-902.9800956066097,248
relaxed,dwp_incremental,50,1.7548120021820068,206659.83280810513,1793.769288684969,208538.44380333333,-904.1512612777053,251
relaxed,dwp_incremental,51,1.7899057865142822,206659.83280810513,1793.769288684969,208538.44380333333,-1436.8569162118893,254
relaxed,dwp_incremental,52,1.8243958950042725,206725.67464946344,1727.927447326656,208538.4438033333,-836.7772183085023,257
relaxed,dwp_incremental,53,1.8579447269439697,206725.67464946344,1727.927447326656,208538.4438033334,-1908.733008756961,260
relaxed,dwp_incremental,54,1.893826961517334,206725.67464946344,1727.927447326656,208538.4438033332,-1415.8021232590754,263
relaxed,dwp_incremental,55,1.9333713054656982,206725.67464946344,1727.927447326656,208538.4438033334,-1776.227457999513,267
relaxed,dwp_incremental,56,1.970503807067871,206725.67464946344,1727.927447326656,208538.44380333324,-1091.4586554404382,270
relaxed,dwp_incremental,57,2.0097742080688477,206844.35875287643,1609.2433439136657,208538.44380333356,-820.004240653573,273
relaxed,dwp_incremental,58,2.0468027591705322,206844.35875287643,1609.2433439136657,208538.4438033333,-1159.2115435913897,276
relaxed,dwp_incremental,59,2.082674503326416,206844.35875287643,1609.2433439136657,208538.44380333312,-1270.0828661663236,279
relaxed,dwp_incremental,60,2.1196048259735107,206844.35875287643,1609.2433439136657,208538.4438033332,-1049.4441177517494,282
relaxed,dwp_incremental,61,2.156899929046631,206844.35875287643,1609.2433439136657,208538.44380333327,-867.8710757390566,285
relaxed,dwp_incremental,62,2.1954946517944336,206844.35875287643,1609.2433439136657,208538.44380333327,-807.6715741901601,288
relaxed,dwp_incremental,63,2.233268976211548,206962.40413142086,1491.1979653692397,208538.44380333327,-625.0012506085559,291
relaxed,dwp_incremental,64,2.271707057952881,207622.58209746287,831.0199993272254,208538.4438033333,-450.05975975981255,294
relaxed,dwp_incremental,65,2.3109889030456543,207622.58209746287,831.0199993272254,208538.4438033333,-551.4100767828168,297
relaxed,dwp_incremental,66,2.3503482341766357,207622.58209746287,831.0199993272254,208538.44380333312,-403.3505055933713,300
relaxed,dwp_incremental,67,2.3906657695770264,207622.58209746287,831.0199993272254,208538.44380333342,-1002.700770051247,303
relaxed,dwp_incremental,68,2.429119110107422,207622.58209746287,831.0199993272254,208538.44380333327,-790.2208582561457,306
relaxed,dwp_incremental,69,2.464158296585083,207622.58209746287,831.0199993272254,208538.4438033332,-976.4652820155743,309
relaxed,dwp_incremental,70,2.5002083778381348,207622.58209746287,831.0199993272254,208536.36797758547,-705.3665917090298,312
relaxed,dwp_incremental,71,2.5371639728546143,207622.58209746287,831.0199993272254,208536.0450221597,-672.859314948417,315
relaxed,dwp_incremental,72,2.574162244796753,207670.93008499427,782.6720117958321,208535.0237990399,-401.8310490187339,318
relaxed,dwp_incremental,73,2.616635799407959,207670.93008499427,782.6720117958321,208533.643130993,-452.7877657891113,321
relaxed,dwp_incremental,74,2.6559860706329346,207670.93008499427,782.6720117958321,208532.93539271824,-438.37448851700947,324
relaxed,dwp_incremental,75,2.6950409412384033,207670.93008499427,782.6720117958321,208531.30626256767,-435.95165829711186,327
relaxed,dwp_incremental,76,2.733046054840088,207715.2547880441,738.3473087459861,208530.81342228004,-398.6529848421171,330
relaxed,dwp_incremental,77,2.7700750827789307,207782.47450475587,671.1275920342305,208530.09498039138,-354.63215944859735,333
relaxed,dwp_incremental,78,2.80591082572937,207782.47450475587,671.1275920342305,208529.60638042484,-659.7606335670384,336
relaxed,dwp_incremental,79,2.8421287536621094,207782.47450475587,671.1275920342305,208529.25904097682,-352.9117546172283,339
relaxed,dwp_incremental,80,2.880493402481079,207782.47450475587,671.1275920342305,208528.93906239336,-460.56011155176225,342
relaxed,dwp_incremental,81,2.918309211730957,207782.47450475587,671.1275920342305,208528.59514961354,-387.43265962053044,345
relaxed,dwp_incremental,82,2.9565436840057373,207893.70646353564,559.8956332544622,208527.88078704607,-304.5420641740968,348
relaxed,dwp_incremental,83,2.995572566986084,207893.70646353564,559.8956332544622,208526.906532855,-503.3520964697665,351
relaxed,dwp_incremental,84,3.0334086418151855,207893.70646353564,559.8956332544622,208526.01166732356,-325.1701130875881,353
relaxed,dwp_incremental,85,3.070148468017578,207893.70646353564,559.8956332544622,208525.14585950645,-329.4790889409044,355
relaxed,dwp_incremental,86,3.107185125350952,207893.70646353564,559.8956332544622,208524.8054205779,-424.63524080823186,358
relaxed,dwp_incremental,87,3.1460421085357666,207893.70646353564,559.8956332544622,208524.03973910722,-371.41731568943896,361
relaxed,dwp_incremental,88,3.187861680984497,207893.70646353564,559.8956332544622,208523.34812756622,-380.2830314840751,364
relaxed,dwp_incremental,89,3.225217580795288,207893.70646353564,559.8956332544622,208522.43488911807,-396.77283146956756,367
relaxed,dwp_incremental,90,3.2642829418182373,207893.70646353564,559.8956332544622,208521.68181498384,-404.1048540143381,369
relaxed,dwp_incremental,91,3.3033552169799805,207893.70646353564,559.8956332544622,208520.994061763,-355.82738042763253,371
relaxed,dwp_incremental,92,3.3415374755859375,207893.70646353564,559.8956332544622,208520.34745352188,-331.77974281034585,373
relaxed,dwp_incremental,93,3.3842592239379883,208131.53136004737,322.07073674272397,208519.54292522374,-194.00578258817916,375
relaxed,dwp_incremental,94,3.421057939529419,208131.53136004737,322.07073674272397,208517.872159173,-266.52727649275516,377
relaxed,dwp_incremental,95,3.457468032836914,208131.53136004737,322.07073674272397,208515.62573011772,-270.6773691703511,379
relaxed,dwp_incremental,96,3.495006561279297,208156.08274657332,297.5193502167822,208513.73977477118,-178.828514098926,381
relaxed,dwp_incremental,97,3.5387964248657227,208156.08274657332,297.5193502167822,208512.0933112177,-302.7130134227118,384
relaxed,dwp_incremental,98,3.5780317783355713,208156.08274657332,297.5193502167822,208511.56394374446,-352.8018184671255,386
relaxed,dwp_incremental,99,3.614842414855957,208156.08274657332,297.5193502167822,208509.99246248996,-191.76733648252377,388
relaxed,dwp_incremental,100,3.6527628898620605,208156.08274657332,297.5193502167822,208506.72505698304,-288.40741850723293,390
relaxed,dwp_incremental,101,3.6900148391723633,208156.08274657332,297.5193502167822,208505.2323987494,-244.92099655931906,393
relaxed,dwp_incremental,102,3.727238178253174,208156.08274657332,297.5193502167822,208504.1672458254,-238.7363548199096,395
relaxed,dwp_incremental,103,3.766080617904663,208156.08274657332,297.5193502167822,208502.08432354857,-264.0161843722692,397
relaxed,dwp_incremental,104,3.805088520050049,208156.08274657332,297.5193502167822,208500.86835430103,-243.05882178342063,399
relaxed,dwp_incremental,105,3.847459554672241,208156.08274657332,297.5193502167822,208500.69594992208,-205.23702613496494,401
relaxed,dwp_incremental,106,3.8877649307250977,208187.2512207394,266.3508760507102,208500.64470543768,-151.31709949200877,404
relaxed,dwp_incremental,107,3.925610065460205,208187.2512207394,266.3508760507102,208500.50759319527,-323.63673198389415,407
relaxed,dwp_incremental,108,3.9623866081237793,208187.2512207394,266.3508760507102,208500.3910328075,-168.50648334056575,409
relaxed,dwp_incremental,109,3.999070644378662,208187.2512207394,266.3508760507102,208500.3560086398,-259.05107525442384,411
relaxed,dwp_incremental,110,4.0394017696380615,208187.2512207394,266.3508760507102,208500.32082292956,-198.10944980245813,413
relaxed,dwp_incremental,111,4.0775063037872314,208187.2512207394,266.3508760507102,208500.27697594746,-167.499206353045,415
relaxed,dwp_incremental,112,4.114744186401367,208219.74810686483,233.8539899252646,208500.17321263844,-140.2125528867939,417
relaxed,dwp_incremental,113,4.151069164276123,208220.7014709005,232.900625889597,208499.57589192208,-139.4372105107998,419
relaxed,dwp_incremental,114,4.19299840927124,208220.7014709005,232.900625889597,208499.2590668384,-142.91899124094698,421
relaxed,dwp_incremental,115,4.234665155410767,208220.7014709005,232.900625889597,208497.8540066309,-165.13748253423773,423
relaxed,dwp_incremental,116,4.272614240646362,208220.7014709005,232.900625889597,208496.50257567916,-150.99189943990893,425
relaxed,dwp_incremental,117,4.3120105266571045,208220.7014709005,232.900625889597,208495.65486698554,-168.4604223061309,427
relaxed,dwp_incremental,118,4.351621866226196,208250.61240871873,202.98968807136407,208495.49086948566,-122.43923038345713,429
relaxed,dwp_incremental,119,4.388849973678589,208250.61240871873,202.98968807136407,208495.0157699815,-172.36894982652393,431
relaxed,dwp_incremental,120,4.428640842437744,208250.61240871873,202.98968807136407,208494.7182420742,-178.22511562735758,433
relaxed,dwp_incremental,121,4.466776132583618,208288.01523325252,165.58686353758094,208494.5089818969,-103.24687432219866,435
relaxed,dwp_incremental,122,4.50469446182251,208288.01523325252,165.58686353758094,208494.288102921,-160.53944008266558,437
relaxed,dwp_incremental,123,4.544633626937866,208339.53095834976,114.07113844034029,208494.23733872583,-77.3531901880358,439
relaxed,dwp_incremental,124,4.58247184753418,208339.53095834976,114.07113844034029,208494.20241924236,-105.18645661921778,441
relaxed,dwp_incremental,125,4.619350433349609,208339.53095834976,114.07113844034029,208494.19633176157,-91.41246768861151,443
relaxed,dwp_incremental,126,4.656285762786865,208339.53095834976,114.07113844034029,208493.96604058996,-90.96792035234876,445
relaxed,dwp_incremental,127,4.69339656829834,208339.53095834976,114.07113844034029,208493.2427526674,-156.3897854015804,447
relaxed,dwp_incremental,128,4.730262756347656,208339.53095834976,114.07113844034029,208491.28708356415,-95.90985962281297,449
relaxed,dwp_incremental,129,4.767515182495117,208339.53095834976,114.07113844034029,208489.60642257452,-128.90130110426662,451
relaxed,dwp_incremental,130,4.806631565093994,208339.53095834976,114.07113844034029,208487.56864043593,-194.629392842009,453
relaxed,dwp_incremental,131,4.843823432922363,208339.53095834976,114.07113844034029,208482.25637944494,-118.46584921127305,455
relaxed,dwp_incremental,132,4.882225751876831,208339.53095834976,114.07113844034029,208478.56193983604,-112.14016228114997,457
relaxed,dwp_incremental,133,4.9200074672698975,208339.53095834976,114.07113844034029,208476.27447050516,-90.20940948429666,459
relaxed,dwp_incremental,134,4.958955526351929,208339.53095834976,114.07113844034029,208473.97441468228,-172.42137860780713,461
relaxed,dwp_incremental,135,4.996712684631348,208339.53095834976,114.07113844034029,208472.74132290113,-143.53601106729093,463
relaxed,dwp_incremental,136,5.035359144210815,208339.53095834976,114.07113844034029,208469.92420583536,-95.20778037994569,465
relaxed,dwp_incremental,137,5.07605242729187,208339.53095834976,114.07113844034029,208467.22182462888,-128.02155625410637,467
relaxed,dwp_incremental,138,5.1181535720825195,208339.53095834976,114.07113844034029,208466.9903651342,-103.47514959000841,469
relaxed,dwp_incremental,139,5.157723665237427,208339.53095834976,114.07113844034029,208466.59885649246,-65.65997399524213,471
relaxed,dwp_incremental,140,5.198273420333862,208339.53095834976,114.07113844034029,208466.20032313667,-86.84874214270849,473
relaxed,dwp_incremental,141,5.237987756729126,208339.53095834976,114.07113844034029,208465.8279419054,-70.50595523643756,475
relaxed,dwp_incremental,142,5.277928352355957,208339.53095834976,114.07113844034029,208465.03494224197,-140.82015544953515,477
relaxed,dwp_incremental,143,5.31704568862915,208339.53095834976,114.07113844034029,208463.0053909345,-90.4298786926197,479
relaxed,dwp_incremental,144,5.357646942138672,208339.53095834976,114.07113844034029,208461.9346531252,-65.40812558567904,481
relaxed,dwp_incremental,145,5.399655818939209,208339.53095834976,114.07113844034029,208460.74240591755,-101.08808233131003,483
relaxed,dwp_incremental,146,5.439722299575806,208354.4499456748,99.15215111529687,208459.59780623778,-52.57393028148522,485
relaxed,dwp_incremental,147,5.4769606590271,208354.4499456748,99.15215111529687,208459.35518189287,-69.87377947941809,487
relaxed,dwp_incremental,148,5.517444610595703,208369.68458221137,83.91751457873033,208458.38659007804,-44.35100393333619,489
relaxed,dwp_incremental,149,5.555979251861572,208369.68458221137,83.91751457873033,208457.3061123274,-62.43691000468118,491
relaxed,dwp_incremental,150,5.594881296157837,208369.68458221137,83.91751457873033,208456.4870945768,-79.68417116203727,493
relaxed,dwp_incremental,151,5.634360074996948,208379.4462063835,74.15589040660416,208456.02978586388,-38.291789740186005,495
relaxed,dwp_incremental,152,5.672339916229248,208379.4462063835,74.15589040660416,208455.69016378673,-46.225580568219016,497
relaxed,dwp_incremental,153,5.711932182312012,208379.4462063835,74.15589040660416,208455.08561462074,-38.458913842972606,499
relaxed,dwp_incremental,154,5.750614404678345,208399.70511986126,53.89697692883783,208454.90050105282,-27.59769059577195,501
relaxed,dwp_incremental,155,5.791394472122192,208399.70511986126,53.89697692883783,208454.59887389766,-34.63698960989905,503
relaxed,dwp_incremental,156,5.830536842346191,208416.40403095057,37.19806583953323,208454.5532053177,-19.074587183560652,505
relaxed,dwp_incremental,157,5.868679523468018,208416.40403095057,37.19806583953323,208454.32881912068,-22.069645124824547,507
relaxed,dwp_incremental,158,5.906996250152588,208427.5136298633,26.08846692679799,208454.14320913964,-13.314789638157663,509
relaxed,dwp_incremental,159,5.947521924972534,208428.43962455905,25.16247223105165,208453.82696670538,-12.693671073162704,511
relaxed,dwp_incremental,160,5.985329866409302,208439.1500891831,14.452007607003907,208453.76722208303,-7.3085664499656104,513
relaxed,dwp_incremental,161,6.024019718170166,208441.5383698171,12.0637269729923,208453.74440657833,-6.103018380616504,515
relaxed,dwp_incremental,162,6.0630042552948,208441.5383698171,12.0637269729923,208453.65883376045,-26.144612931212578,517
relaxed,dwp_incremental,163,6.100908279418945,208453.6020723809,2.4409207981079817e-05,208453.60207238092,-1.4551915228366852e-11,517
