scenario,method,iteration,elapsed_s,objective,gap_to_d_chp,rmp_obj,min_reduced_cost,columns
relaxed,dwp,27,12.477758407592773,177404.185454567,31049.416642223106,208538.4438033335,-13530.78724256377,173
relaxed,dwp,28,13.492201805114746,177404.185454567,31049.416642223106,208538.4438033331,-12677.7858087776,179
relaxed,dwp,29,14.453998327255249,189662.01709619258,18791.585000597523,208538.44380333333,-6350.467387190603,184
relaxed,dwp,30,15.35000491142273,189662.01709619258,18791.585000597523,208538.4438033332,-8584.546804069178,190
relaxed,dwp,31,16.20318365097046,189662.01709619258,18791.585000597523,208538.4438033323,-8922.586011349473,196
relaxed,dwp,32,17.070348501205444,193184.3018871097,15269.300209680398,208538.4438033332,-4242.314372286566,201
relaxed,dwp,33,17.985445737838745,193184.3018871097,15269.300209680398,208538.4438033332,-9890.926275019716,206
relaxed,dwp,34,18.926498651504517,193184.3018871097,15269.300209680398,208538.44380333333,-5722.586628882725,211
relaxed,dwp,35,19.85617446899414,193940.59356913198,14513.008527658123,208538.44380333315,-4643.861819448504,216
relaxed,dwp,36,20.805415868759155,193940.59356913198,14513.008527658123,208538.4438033334,-5308.173320779865,221
relaxed,dwp,37,21.80229902267456,200189.83550329233,8263.76659349777,208538.44380333356,-3160.506235582682,226
relaxed,dwp,38,22.810258388519287,200238.4097084177,8215.192388372408,208538.4438033332,-2969.4096486978706,231
relaxed,dwp,39,23.832944631576538,200238.4097084177,8215.192388372408,208538.4438033332,-9671.419070482829,236
relaxed,dwp,40,24.893134117126465,200238.4097084177,8215.192388372408,208538.44380333292,-3517.45732838667,241
relaxed,dwp,41,26.0465190410614,200464.47489903605,7989.1271977540455,208538.4438033324,-2900.881098144985,246
relaxed,dwp,42,27.19143295288086,200464.47489903605,7989.1271977540455,208538.44380333324,-6454.94004288913,251
relaxed,dwp,43,28.33378529548645,200464.47489903605,7989.1271977540455,208538.44380333324,-3528.055949979499,256
relaxed,dwp,44,29.485092639923096,203191.88784553864,5261.714251251455,208538.4438033335,-2465.7226040813202,260
relaxed,dwp,45,30.666935920715332,203191.88784553864,5261.714251251455,208538.44380333324,-5149.007936034392,265
relaxed,dwp,46,31.855779886245728,203191.88784553864,5261.714251251455,208538.4438033332,-2731.1418168373157,270
relaxed,dwp,47,33.10590124130249,203191.88784553864,5261.714251251455,208538.44380333318,-4107.230510991704,274
relaxed,dwp,48,34.371440172195435,204541.7828189753,3911.819277814793,208538.4438033333,-1547.3376790626662,279
relaxed,dwp,49,35.66809105873108,204541.7828189753,3911.819277814793,208538.4438033332,-2035.0376487691037,284
relaxed,dwp,50,36.95950388908386,204541.7828189753,3911.819277814793,208538.44380333374,-5018.060547122449,288
relaxed,dwp,51,38.26904892921448,204541.7828189753,3911.819277814793,208538.4438033333,-2383.9903776628257,292
relaxed,dwp,52,39.602097034454346,204541.7828189753,3911.819277814793,208538.44380333458,-2986.9999920293985,296
relaxed,dwp,53,40.93052339553833,204801.99865313285,3651.603443657252,208538.4438033332,-1439.270209596763,301
relaxed,dwp,54,42.291455030441284,204941.64589445348,3511.956202336616,208538.4438033341,-1535.5736954091847,306
relaxed,dwp,55,43.67088437080383,204941.64589445348,3511.956202336616,208538.44380333804,-2233.187598706365,311
relaxed,dwp,56,45.09911799430847,204941.64589445348,3511.956202336616,208538.44380333205,-1844.309197676022,315
relaxed,dwp,57,46.49878406524658,204941.64589445348,3511.956202336616,208538.44380333307,-2757.58494205244,319
relaxed,dwp,58,47.91216850280762,204941.64589445348,3511.956202336616,208538.44380333327,-2311.606458238028,323
relaxed,dwp,59,49.3881733417511,204941.64589445348,3511.956202336616,208538.443803334,-2289.1687351705036,327
relaxed,dwp,60,50.90171504020691,205470.85101629523,2982.751080494869,208538.44380333356,-1307.956530847654,332
relaxed,dwp,61,52.38826084136963,205470.85101629523,2982.751080494869,208538.44380333356,-1761.2475668845896,336
relaxed,dwp,62,53.914791107177734,206484.215264518,1969.38683227211,208538.44380333577,-991.0279111670404,340
relaxed,dwp,63,55.47666335105896,206484.215264518,1969.38683227211,208538.4438033333,-1196.5956068395585,344
relaxed,dwp,64,57.03885626792908,206484.215264518,1969.38683227211,208538.4438033337,-1473.628943145658,348
relaxed,dwp,65,58.58236813545227,206484.215264518,1969.38683227211,208538.4438033335,-1703.843370867552,352
relaxed,dwp,66,60.26869201660156,206484.215264518,1969.38683227211,208538.44380333365,-1369.3958262309543,356
relaxed,dwp,67,61.97249698638916,206885.22829207004,1568.3738047200604,208538.4438033342,-873.1545869833767,360
relaxed,dwp,68,63.64103937149048,206885.22829207004,1568.3738047200604,208538.44380333106,-1025.8969615472906,363
relaxed,dwp,69,65.3054871559143,206885.22829207004,1568.3738047200604,208538.44380333548,-1099.7611922379767,366
relaxed,dwp,70,67.01643204689026,207046.82899709776,1406.7730996923347,208538.44380333324,-842.5018777330338,370
relaxed,dwp,71,68.67243647575378,207046.82899709776,1406.7730996923347,208538.4438033334,-722.6249845318537,373
relaxed,dwp,72,70.33889293670654,207262.17373725117,1191.428359538928,208538.443803337,-603.0789521540928,376
relaxed,dwp,73,72.01913738250732,207262.17373725117,1191.428359538928,208538.4438033342,-1083.7016882821563,379
relaxed,dwp,74,73.7031512260437,207262.17373725117,1191.428359538928,208538.44380333656,-682.0576669495608,382
relaxed,dwp,75,75.40495467185974,207262.17373725117,1191.428359538928,208538.44380333443,-622.7329805385336,385
relaxed,dwp,76,77.14665460586548,207262.17373725117,1191.428359538928,208538.44380333237,-645.2308165490692,388
relaxed,dwp,77,78.91163206100464,207262.17373725117,1191.428359538928,208538.4438033352,-495.7406429848452,391
relaxed,dwp,78,80.65410137176514,207393.2070341679,1060.3950626222068,208537.2009391698,-535.7484180578504,394
relaxed,dwp,79,82.41953468322754,207400.49754277358,1053.1045540165214,208536.3318668021,-537.5547382603036,397
relaxed,dwp,80,84.22655248641968,207745.6228261455,707.9792706446024,208535.49029134202,-382.7643027245588,400
relaxed,dwp,81,86.08316564559937,207745.6228261455,707.9792706446024,208534.35793476485,-523.2500872283438,403
relaxed,dwp,82,87.86368250846863,207845.65933880035,607.9427579897456,208532.9675803368,-343.6541207682051,405
relaxed,dwp,83,89.6788558959961,207845.65933880035,607.9427579897456,208532.15927816063,-454.6914348999934,408
relaxed,dwp,84,91.53039216995239,207979.8210184105,473.78107837960124,208529.8049182661,-269.6123070706524,411
relaxed,dwp,85,93.30904221534729,207979.8210184105,473.78107837960124,208528.67516007536,-578.3601877843244,414
relaxed,dwp,86,95.16629362106323,207979.8210184105,473.78107837960124,208528.04164303455,-404.62094093935525,417
relaxed,dwp,87,97.0049238204956,207979.8210184105,473.78107837960124,208527.56982666044,-442.93167816816594,420
relaxed,dwp,88,98.88002014160156,207979.8210184105,473.78107837960124,208527.38177667552,-318.1188902221347,423
relaxed,dwp,89,100.80879211425781,207979.8210184105,473.78107837960124,208526.73014023728,-379.834704826246,426
relaxed,dwp,90,102.67568111419678,207979.8210184105,473.78107837960124,208525.80046581783,-377.74796417081575,428
relaxed,dwp,91,104.58055782318115,207979.8210184105,473.78107837960124,208525.2243177974,-363.495158298178,431
relaxed,dwp,92,106.50948905944824,207979.8210184105,473.78107837960124,208523.74055439382,-466.9659917950478,434
relaxed,dwp,93,108.52679538726807,207979.8210184105,473.78107837960124,208522.79703634628,-368.0540720703822,436
relaxed,dwp,94,110.50831294059753,207979.8210184105,473.78107837960124,208522.38261549437,-321.38462208417195,438
relaxed,dwp,95,112.52180361747742,207979.8210184105,473.78107837960124,208521.74533177,-364.20724576830503,440
relaxed,dwp,96,114.55351519584656,207979.8210184105,473.78107837960124,208521.0459422998,-410.0824651145731,442
relaxed,dwp,97,116.54396438598633,208054.77246637573,398.82963041437324,208518.4651928101,-231.8463632171887,444
relaxed,dwp,98,118.56747269630432,208054.77246637573,398.82963041437324,208517.087769615,-235.09934028267014,446
relaxed,dwp,99,120.54920244216919,208054.77246637573,398.82963041437324,208516.36814503276,-250.43581081863772,448
relaxed,dwp,100,122.61526131629944,208054.77246637573,398.82963041437324,208515.32409848468,-243.21525930906432,450
relaxed,dwp,101,124.6239264011383,208054.77246637573,398.82963041437324,208512.0747127622,-296.53078843968046,453
relaxed,dwp,102,126.70551204681396,208054.77246637573,398.82963041437324,208511.2182890061,-302.12500717839475,455
relaxed,dwp,103,128.78837656974792,208091.4631895407,362.13890724940575,208510.64570380337,-208.28863410967142,458
relaxed,dwp,104,130.8187816143036,208091.4631895407,362.13890724940575,208509.8489051759,-262.2129555125548,460
relaxed,dwp,105,132.9278645515442,208108.25881443272,345.3432823573821,208508.7760271161,-200.25860634169862,462
relaxed,dwp,106,134.98679089546204,208108.25881443272,345.3432823573821,208508.51112358403,-291.27616999779,464
relaxed,dwp,107,137.0020146369934,208108.25881443272,345.3432823573821,208508.23219711613,-269.7155820116225,466
relaxed,dwp,108,139.05391120910645,208108.25881443272,345.3432823573821,208507.94357129803,-266.92521557759574,468
relaxed,dwp,109,141.16328406333923,208204.71158819288,248.89050859722192,208507.69982774163,-151.49411977437512,470
relaxed,dwp,110,143.23212718963623,208205.14883088504,248.4532659050601,208507.6683781194,-151.25977361718003,472
relaxed,dwp,111,145.35151720046997,208205.14883088504,248.4532659050601,208505.9495358949,-243.34085893598944,475
relaxed,dwp,112,147.53240966796875,208205.14883088504,248.4532659050601,208504.63649184597,-226.48970941193147,478
relaxed,dwp,113,149.77418088912964,208205.14883088504,248.4532659050601,208504.2556831723,-169.35480788244354,481
relaxed,dwp,114,152.03249740600586,208205.14883088504,248.4532659050601,208504.09069912776,-163.53074430628908,483
relaxed,dwp,115,154.26289057731628,208205.14883088504,248.4532659050601,208502.79458967602,-213.04121331935607,485
relaxed,dwp,116,156.38858222961426,208222.56573169242,231.03636509767966,208501.58906319417,-139.5116657508829,487
relaxed,dwp,117,158.57488679885864,208222.56573169242,231.03636509767966,208500.68895298848,-153.78111793015694,489
relaxed,dwp,118,160.76243090629578,208222.56573169242,231.03636509767966,208499.94905738498,-175.85343631901105,491
relaxed,dwp,119,162.96152710914612,208222.56573169242,231.03636509767966,208499.186489902,-157.95941720176347,493
relaxed,dwp,120,165.17404961585999,208222.56573169242,231.03636509767966,208498.61092201047,-192.72507917233395,495
relaxed,dwp,121,167.41199326515198,208222.56573169242,231.03636509767966,208498.27174262505,-147.22041401139177,497
relaxed,dwp,122,169.63291668891907,208222.56573169242,231.03636509767966,208497.85056876895,-146.41205037038014,499
relaxed,dwp,123,171.90646481513977,208259.85559719044,193.7464995996561,208497.59098444248,-118.86769362602263,501
relaxed,dwp,124,174.11058020591736,208259.85559719044,193.7464995996561,208494.5396094881,-141.3747493821577,503
relaxed,dwp,125,176.39481496810913,208259.85559719044,193.7464995996561,208494.37009168274,-182.09514525722534,505
relaxed,dwp,126,178.62078261375427,208278.06950386468,175.5325929254177,208494.2071994207,-108.06884777800053,507
relaxed,dwp,127,180.91036105155945,208278.06950386468,175.5325929254177,208493.9335640389,-157.12471823862813,510
relaxed,dwp,128,183.1572563648224,208278.06950386468,175.5325929254177,208493.22785618974,-208.61377911690045,513
relaxed,dwp,129,185.4318871498108,208278.06950386468,175.5325929254177,208491.8015552783,-164.67269316957152,515
relaxed,dwp,130,187.710346698761,208278.06950386468,175.5325929254177,208491.68505159978,-121.73540879708094,517
relaxed,dwp,131,190.05392360687256,208314.9835958399,138.61850095019327,208491.58926588565,-88.30283502287375,519
relaxed,dwp,132,192.36421704292297,208314.9835958399,138.61850095019327,208490.62073951875,-147.11002612927132,521
relaxed,dwp,133,194.70871424674988,208314.9835958399,138.61850095019327,208490.1109957634,-148.56639871710172,523
relaxed,dwp,134,197.02177023887634,208314.9835958399,138.61850095019327,208487.04075901298,-141.531387642023,525
relaxed,dwp,135,199.3793113231659,208314.9835958399,138.61850095019327,208482.8128551362,-139.0242494156979,527
relaxed,dwp,136,201.7689778804779,208314.9835958399,138.61850095019327,208479.96065429784,-104.65334547801513,529
relaxed,dwp,137,204.1737163066864,208314.9835958399,138.61850095019327,208477.72259232373,-130.01112691992716,531
relaxed,dwp,138,206.59086179733276,208314.9835958399,138.61850095019327,208476.9773037898,-120.17804046529,533
relaxed,dwp,139,209.02126216888428,208314.9835958399,138.61850095019327,208475.43575532202,-96.92099756213202,535
relaxed,dwp,140,211.41946172714233,208314.9835958399,138.61850095019327,208474.86178323347,-102.01665693568793,537
relaxed,dwp,141,213.82233309745789,208328.98263738863,124.61945940146688,208473.84311214526,-72.43023737831186,539
relaxed,dwp,142,216.2372374534607,208370.328980383,83.27311640710104,208471.80647557287,-50.73874759494163,541
relaxed,dwp,143,218.70178174972534,208370.328980383,83.27311640710104,208471.34292494511,-70.20181798552585,543
relaxed,dwp,144,221.11827945709229,208370.328980383,83.27311640710104,208469.2646439795,-82.69413349427987,545
relaxed,dwp,145,223.52081513404846,208370.328980383,83.27311640710104,208468.24726416005,-58.33156020847423,547
relaxed,dwp,146,225.98990893363953,208394.34175019062,59.26034659947618,208467.69582884692,-36.6770393281347,549
relaxed,dwp,147,228.4416208267212,208394.34175019062,59.26034659947618,208466.78620824797,-43.8899919044145,551
relaxed,dwp,148,230.93393898010254,208395.50598108058,58.09611570951529,208466.61795687358,-35.55598789649548,553
relaxed,dwp,149,233.4478359222412,208395.50598108058,58.09611570951529,208464.76532304837,-45.16254432925689,555
relaxed,dwp,150,235.94970655441284,208395.50598108058,58.09611570951529,208464.5411786015,-46.63727489693747,557
relaxed,dwp,151,238.4603500366211,208395.50598108058,58.09611570951529,208463.74586643136,-37.794937802508684,559
relaxed,dwp,152,240.9661853313446,208409.6688522085,43.93324458159623,208463.26945818448,-26.80030298799761,561
relaxed,dwp,153,243.4761471748352,208409.6688522085,43.93324458159623,208463.06427392358,-31.528055222706826,563
relaxed,dwp,154,246.02257990837097,208409.6688522085,43.93324458159623,208462.2026421139,-48.46563869778447,565
relaxed,dwp,155,248.5818281173706,208409.6688522085,43.93324458159623,208461.78506612912,-52.171107784901096,567
relaxed,dwp,156,251.1372148990631,208419.1361362102,34.46596057989518,208461.71889523967,-21.291379514730693,569
relaxed,dwp,157,253.63019824028015,208419.1361362102,34.46596057989518,208461.46611423878,-28.180627414344826,571
relaxed,dwp,158,256.25016236305237,208419.1361362102,34.46596057989518,208461.11003937945,-26.81448651111714,573
relaxed,dwp,159,258.86675357818604,208419.1361362102,34.46596057989518,208460.88391915566,-29.056981929521953,575
relaxed,dwp,160,261.4497010707855,208419.1361362102,34.46596057989518,208460.51559717345,-29.230069188514108,577
relaxed,dwp,161,264.07446479797363,208419.1361362102,34.46596057989518,208459.33285081707,-43.39712816303654,579
relaxed,dwp,162,266.6677565574646,208419.1361362102,34.46596057989518,208459.23839852642,-39.599663463284514,581
relaxed,dwp,163,269.22659611701965,208419.1361362102,34.46596057989518,208457.64097030385,-39.20925660375997,583
relaxed,dwp,164,271.7997386455536,208419.1361362102,34.46596057989518,208457.16924424333,-35.75491950057301,585
relaxed,dwp,165,274.42098927497864,208419.1361362102,34.46596057989518,208457.01912445726,-23.873425326790993,587
relaxed,dwp,166,277.0257589817047,208419.1361362102,34.46596057989518,208456.72950616974,-23.22062029296785,589
relaxed,dwp,167,279.62774753570557,208419.1361362102,34.46596057989518,208456.41362620002,-30.334004123724526,591
relaxed,dwp,168,282.3879508972168,208419.1361362102,34.46596057989518,208456.12729490644,-23.770303551185634,593
relaxed,dwp,169,285.06103920936584,208453.60207238092,2.440917887724936e-05,208453.60207238092,-7.275957614183426e-12,593
relaxed,dwp_incremental,1,0.02763533592224121,-95405.85206579839,303859.45416258846,208538.44380333324,-75317.76181472861,17
relaxed,dwp_incremental,2,0.05625414848327637,-90409.05759655501,298862.6596933451,208538.4438033333,-80387.51842882072,23
relaxed,dwp_incremental,3,0.08444809913635254,-90409.05759655501,298862.6596933451,208538.44380333327,-180042.39541311143,29
relaxed,dwp_incremental,4,0.11795568466186523,-90409.05759655501,298862.6596933451,208538.4438033333,-87248.88482558138,35
relaxed,dwp_incremental,5,0.1522819995880127,-89969.06935496753,298422.67145175766,208538.4438033333,-75954.74989870354,41
relaxed,dwp_incremental,6,0.1934349536895752,51142.02078986657,157311.58130692353,208538.44380333327,-37954.71680982639,47
relaxed,dwp_incremental,7,0.22707128524780273,51142.02078986657,157311.58130692353,208538.4438033332,-113997.18508710677,53
relaxed,dwp_incremental,8,0.2584066390991211,51142.02078986657,157311.58130692353,208538.44380333336,-46441.482462115666,59
relaxed,dwp_incremental,9,0.28992724418640137,51142.02078986657,157311.58130692353,208538.44380333333,-69374.04144394341,65
relaxed,dwp_incremental,10,0.327054500579834,96038.04503359241,112415.55706319769,208538.44380333333,-29134.587962009573,71
relaxed,dwp_incremental,11,0.36391353607177734,96038.04503359241,112415.55706319769,208538.44380333312,-30013.852941682842,77
relaxed,dwp_incremental,12,0.39971089363098145,96038.04503359241,112415.55706319769,208538.4438033332,-33205.46366267883,83
relaxed,dwp_incremental,13,0.44825124740600586,118394.74910882235,90058.85298796775,208538.44380333327,-22478.42708358445,89
relaxed,dwp_incremental,14,0.4887096881866455,118394.74910882235,90058.85298796775,208538.4438033332,-39361.13608830441,95
relaxed,dwp_incremental,15,0.5276672840118408,118394.74910882235,90058.85298796775,208538.44380333336,-50311.7310459873,101
relaxed,dwp_incremental,16,0.5617556571960449,142911.07233334502,65542.52976344508,208538.44380333333,-19219.431711428333,107
relaxed,dwp_incremental,17,0.5965371131896973,166303.27763594562,42150.32446084448,208538.44380333318,-11330.870800044486,113
relaxed,dwp_incremental,18,0.6321415901184082,166303.27763594562,42150.32446084448,208538.44380333304,-25915.500570450196,119
relaxed,dwp_incremental,19,0.663409948348999,184227.457495746,24226.1446010441,208538.4438033334,-7376.9296232045535,125
relaxed,dwp_incremental,20,0.6986637115478516,184227.457495746,24226.1446010441,208538.4438033332,-9016.357387557253,131
relaxed,dwp_incremental,21,0.7355282306671143,189538.02704470942,18915.575052080676,208538.4438033334,-5766.134664980954,136
relaxed,dwp_incremental,22,0.7761979103088379,201530.27300096152,6923.32909582858,208538.44380333307,-2617.8020743334832,141
relaxed,dwp_incremental,23,0.8099358081817627,201530.27300096152,6923.32909582858,208538.44380333327,-9953.207930328132,145
relaxed,dwp_incremental,24,0.844853401184082,201530.27300096152,6923.32909582858,208538.44380333324,-5914.888008834625,150
relaxed,dwp_incremental,25,0.876814603805542,201530.27300096152,6923.32909582858,208538.4438033334,-3533.9971061012247,155
relaxed,dwp_incremental,26,0.9096612930297852,201530.27300096152,6923.32909582858,208538.44380333397,-7100.465733137606,159
relaxed,dwp_incremental,27,0.946465253829956,201530.27300096152,6923.32909582858,208538.4438033333,-5686.42516388925,164
relaxed,dwp_incremental,28,0.9794712066650391,202913.84286683585,5539.759229954245,208538.44380333324,-2573.842588413815,168
relaxed,dwp_incremental,29,1.0162849426269531,202913.84286683585,5539.759229954245,208538.44380333333,-4199.580860931627,173
relaxed,dwp_incremental,30,1.0496153831481934,202913.84286683585,5539.759229954245,208538.44380333272,-2633.517329235923,178
relaxed,dwp_incremental,31,1.082841396331787,202913.84286683585,5539.759229954245,208538.44380333315,-4347.830868493576,182
relaxed,dwp_incremental,32,1.117990493774414,202913.84286683585,5539.759229954245,208538.44380333158,-3189.037212660319,186
relaxed,dwp_incremental,33,1.1555440425872803,202913.84286683585,5539.759229954245,208538.44380333414,-2930.5986717102137,190
relaxed,dwp_incremental,34,1.1927688121795654,202913.84286683585,5539.759229954245,208538.44380333376,-5154.364316743726,194
relaxed,dwp_incremental,35,1.2257487773895264,202913.84286683585,5539.759229954245,208538.44380333414,-2812.100865983396,198
relaxed,dwp_incremental,36,1.2589824199676514,203455.44525704984,4998.156839740259,208538.44380333315,-2376.038770708421,202
relaxed,dwp_incremental,37,1.2943286895751953,203455.44525704984,4998.156839740259,208538.4438033334,-2757.338963401191,206
relaxed,dwp_incremental,38,1.3290154933929443,203455.44525704984,4998.156839740259,208538.44380333327,-3429.4299674246504,211
relaxed,dwp_incremental,39,1.3630025386810303,203455.44525704984,4998.156839740259,208538.4438033334,-3344.589538496638,215
relaxed,dwp_incremental,40,1.3983333110809326,203858.9271684253,4594.67492836481,208538.44380333356,-2083.2921625057807,218
relaxed,dwp_incremental,41,1.4321978092193604,204849.2255786385,3604.3765181516064,208538.4438033341,-1701.2822675373682,221
relaxed,dwp_incremental,42,1.4670803546905518,204849.2255786385,3604.3765181516064,208538.4438033333,-3125.748993934344,225
relaxed,dwp_incremental,43,1.5033929347991943,204849.2255786385,3604.3765181516064,208538.44380333408,-2648.223638557667,229
relaxed,dwp_incremental,44,1.5373930931091309,205285.51871162088,3168.083385169215,208538.44380333473,-1582.6324943822854,233
relaxed,dwp_incremental,45,1.5711753368377686,206073.02340944164,2380.5786873484612,208538.44380333327,-1198.9448563440799,236
